Corre;Año; Tipo de Carne;Mes;Departamento;Municipio;Clase;Sexo (subclase);Número de Cabezas;Peso total en libras;Peso total del número de cabezas (quintales);Peso vivo promedio (Peso de cada cabeza);Carne y Hueso;Sebo;Total;Vísceras;Cuero;Sangre;Desperdicio;;;
281;2023;1;1;12;22;2;1;35;5,775;58;1.65;34;15;49;5;0;2;3;;;
282;2023;1;1;12;22;2;2;36;5,940;59;1.65;34;16;50;5;0;2;3;;;
283;2023;1;1;12;23;1;1;52;36,660;367;7.05;183;16;199;46;29;18;4;;;
284;2023;1;1;12;25;1;1;4;2,820;28;7.05;14;1;15;4;2;1;0;;;
285;2023;1;1;12;25;2;1;2;330;3;1.65;2;1;3;0;0;0;0;;;
286;2023;1;1;12;26;1;1;33;23,265;233;7.05;116;10;126;29;18;12;2;;;
287;2023;1;1;12;26;1;2;21;12,600;126;6.00;62;6;68;16;9;6;1;;;
288;2023;1;1;12;26;1;3;28;20,930;209;7.48;103;9;112;27;16;10;2;;;
289;2023;1;1;12;26;1;4;12;3,420;34;2.85;18;2;20;4;2;1;0;;;
290;2023;1;1;12;26;1;5;25;14,225;142;5.69;71;6;77;20;11;7;1;;;
291;2023;1;1;12;26;1;6;16;7,880;79;4.93;39;4;43;11;6;4;1;;;
292;2023;1;1;12;26;2;1;48;7,920;79;1.65;46;21;67;6;0;2;4;;;
293;2023;1;1;12;26;2;2;40;6,600;66;1.65;38;18;56;5;0;2;3;;;
294;2023;1;1;12;28;1;1;9;6,345;63;7.05;32;3;34;8;5;3;1;;;
295;2023;1;1;12;28;1;5;7;3,983;40;5.69;20;2;22;6;3;2;0;;;
296;2023;1;1;12;28;2;1;10;1,650;17;1.65;10;4;14;1;0;0;1;;;
297;2023;1;1;12;28;3;1;3;143;1;0.48;1;0;1;0;0;0;0;;;
298;2023;1;1;12;29;1;1;11;7,755;78;7.05;39;3;42;10;6;4;1;;;
299;2023;1;1;12;29;1;2;6;3,600;36;6.00;18;2;19;5;3;2;0;;;
300;2023;1;1;12;29;1;4;3;855;9;2.85;5;1;5;1;1;0;0;;;
301;2023;1;1;12;29;1;5;5;2,845;28;5.69;14;1;15;4;2;1;0;;;
302;2023;1;1;12;29;1;6;2;985;10;4.93;5;0;5;1;1;0;0;;;
303;2023;1;1;12;29;1;7;1;365;4;3.65;2;0;2;0;0;0;0;;;
304;2023;1;1;12;29;2;1;8;1,320;13;1.65;8;4;11;1;0;0;1;;;
305;2023;1;1;12;29;2;2;6;990;10;1.65;6;3;8;1;0;0;0;;;
306;2023;1;1;12;29;3;1;6;285;3;0.48;2;0;2;0;0;0;0;;;
307;2023;1;1;12;29;3;2;5;238;2;0.48;1;0;2;0;0;0;0;;;
308;2023;1;1;12;30;1;5;120;68,280;683;5.69;341;30;371;96;54;34;7;;;
309;2023;1;1;12;13;1;6;10;4,925;49;4.93;25;2;27;7;4;2;0;;;
310;2023;1;1;13;1;1;1;5;3,630;36;7.26;18;2;20;5;3;2;0;;;
311;2023;1;1;13;1;1;5;638;365,255;3,653;5.73;1,822;163;1,985;511;290;183;37;;;
312;2023;1;1;13;1;2;1;117;19,305;193;1.65;112;52;164;15;0;5;9;;;
313;2023;1;1;13;1;2;2;1,410;232,650;2,327;1.65;1,350;623;1,973;183;0;65;105;;;
314;2023;1;1;13;2;1;1;10;7,000;70;7.00;35;3;38;9;6;3;1;;;
315;2023;1;1;13;2;1;5;108;58,104;581;5.38;290;26;316;81;46;29;6;;;
316;2023;1;1;13;6;1;1;19;15,067;151;7.93;75;7;82;19;12;8;2;;;
317;2023;1;1;13;6;1;2;5;3,645;36;7.29;18;2;20;5;3;2;0;;;
318;2023;1;1;13;6;1;3;5;4,165;42;8.33;21;2;22;5;3;2;0;;;
319;2023;1;1;13;6;2;1;8;1,200;12;1.50;7;3;10;1;0;0;1;;;
320;2023;1;1;13;6;2;2;2;600;6;3.00;3;2;5;0;0;0;0;;;
321;2023;1;1;13;6;3;1;4;240;2;0.60;1;0;2;0;0;0;0;;;
322;2023;1;1;13;7;1;1;31;24,583;246;7.93;123;11;134;31;20;12;2;;;
323;2023;1;1;13;7;1;2;2;1,458;15;7.29;7;1;8;2;1;1;0;;;
324;2023;1;1;13;7;1;5;29;17,603;176;6.07;88;8;96;25;14;9;2;;;
325;2023;1;1;13;7;2;1;33;6,600;66;2.00;38;18;56;5;0;2;3;;;
326;2023;1;1;13;7;2;2;20;4,000;40;2.00;23;11;34;3;0;1;2;;;
327;2023;1;1;13;8;1;1;62;49,166;492;7.93;245;22;267;61;39;25;5;;;
328;2023;1;1;13;8;2;1;73;17,030;170;2.33;99;46;144;13;0;5;8;;;
329;2023;1;1;13;8;3;1;60;2,143;21;0.36;13;2;14;3;3;0;0;;;
330;2023;1;1;13;20;1;3;16;11,120;111;6.95;55;5;59;14;8;6;1;;;
331;2023;1;1;13;20;1;5;28;12,880;129;4.60;64;6;70;18;10;6;1;;;
332;2023;1;1;13;21;1;1;3;1,980;20;6.60;10;1;11;2;2;1;0;;;
333;2023;1;1;13;21;1;4;2;800;8;4.00;4;1;5;1;1;0;0;;;
334;2023;1;1;13;21;1;5;2;1,076;11;5.38;5;0;6;2;1;1;0;;;
335;2023;1;1;13;21;2;1;3;180;2;0.60;1;0;2;0;0;0;0;;;
336;2023;1;1;13;21;2;2;2;120;1;0.60;1;0;1;0;0;0;0;;;
337;2023;1;1;13;22;1;1;30;23,790;238;7.93;119;11;129;30;19;12;2;;;
338;2023;1;1;13;22;1;5;5;3,035;30;6.07;15;1;16;4;2;2;0;;;
339;2023;1;1;13;24;1;1;38;25,080;251;6.60;125;11;136;31;20;13;3;;;
340;2023;1;1;13;24;1;2;29;14,500;145;5.00;71;7;78;19;10;7;1;;;
341;2023;1;1;13;24;1;5;14;7,000;70;5.00;35;3;38;10;6;3;1;;;
342;2023;1;1;13;24;1;6;9;4,050;41;4.50;20;2;22;6;3;2;0;;;
343;2023;1;1;13;26;1;1;64;50,752;508;7.93;253;23;276;63;40;25;5;;;
344;2023;1;1;13;26;1;2;45;31,500;315;7.00;155;14;169;41;22;16;2;;;
345;2023;1;1;13;26;1;5;30;19,500;195;6.50;97;9;106;27;15;10;2;;;
346;2023;1;1;13;26;1;6;28;16,800;168;6.00;84;7;91;24;13;8;2;;;
347;2023;1;1;13;26;1;7;27;8,033;80;2.98;41;5;46;10;5;3;1;;;
348;2023;1;1;13;26;2;1;405;81,000;810;2.00;470;217;687;64;0;23;36;;;
349;2023;1;1;13;26;3;1;25;1,250;13;0.50;7;1;8;2;2;0;0;;;
350;2023;1;1;13;27;1;1;5;3,300;33;6.60;16;1;18;4;3;2;0;;;
351;2023;1;1;13;27;1;3;23;15,985;160;6.95;79;7;85;20;12;8;2;;;
352;2023;1;1;13;27;1;5;76;35,030;350;4.61;175;16;190;49;28;18;4;;;
353;2023;1;1;13;27;2;1;4;224;2;0.56;1;1;2;0;0;0;0;;;
354;2023;1;1;13;31;1;1;9;6,750;68;7.50;34;3;37;8;5;3;1;;;
355;2023;1;1;14;1;1;1;101;73,225;732;7.25;365;33;398;91;58;37;7;;;
356;2023;1;1;14;1;1;2;96;46,120;461;4.80;226;21;247;60;33;23;2;;;
357;2023;1;1;14;1;1;5;40;21,520;215;5.38;107;10;117;30;17;11;2;;;
358;2023;1;1;14;2;1;1;19;15,010;150;7.90;75;7;82;19;12;8;2;;;
359;2023;1;1;14;2;1;2;17;12,920;129;7.60;63;6;69;17;9;6;1;;;
360;2023;1;1;14;2;1;5;14;8,260;83;5.90;41;4;45;12;7;4;1;;;
361;2023;1;1;14;2;1;6;20;11,500;115;5.75;57;5;63;16;9;6;1;;;
362;2023;1;1;14;2;2;1;61;5,490;55;0.90;32;15;47;4;0;2;2;;;
363;2023;1;1;14;2;2;2;69;6,210;62;0.90;36;17;53;5;0;2;3;;;
364;2023;1;1;14;3;1;1;13;8,580;86;6.60;43;4;47;11;7;4;1;;;
365;2023;1;1;14;3;1;4;4;1,200;12;3.00;6;1;7;1;1;0;0;;;
366;2023;1;1;14;3;1;5;4;2,360;24;5.90;12;1;13;3;2;1;0;;;
367;2023;1;1;14;3;2;1;6;600;6;1.00;3;2;5;0;0;0;0;;;
368;2023;1;1;14;3;2;2;6;900;9;1.50;5;2;8;1;0;0;0;;;
369;2023;1;1;14;4;1;1;10;6,600;66;6.60;33;3;36;8;5;3;1;;;
370;2023;1;1;14;4;1;2;10;5,000;50;5.00;25;2;27;6;4;3;0;;;
371;2023;1;1;14;4;1;6;10;4,000;40;4.00;20;2;22;6;3;2;0;;;
372;2023;1;1;14;4;1;7;6;1,846;18;3.08;9;1;11;2;1;1;0;;;
373;2023;1;1;14;5;1;1;30;19,800;198;6.60;99;9;108;25;16;10;2;;;
374;2023;1;1;14;6;1;1;60;47,400;474;7.90;237;21;258;59;38;24;5;;;
375;2023;1;1;14;6;1;2;48;36,480;365;7.60;179;16;196;47;26;18;2;;;
376;2023;1;1;14;6;1;5;45;26,550;266;5.90;132;12;144;37;21;13;3;;;
377;2023;1;1;14;6;1;6;30;17,250;173;5.75;86;8;94;24;14;9;2;;;
378;2023;1;1;14;6;2;1;260;32,500;325;1.25;189;87;276;26;0;9;15;;;
379;2023;1;1;14;6;2;2;204;23,460;235;1.15;136;63;199;18;0;7;11;;;
380;2023;1;1;14;7;1;1;2;1,320;13;6.60;7;1;7;2;1;1;0;;;
381;2023;1;1;14;7;1;4;1;285;3;2.85;2;0;2;0;0;0;0;;;
382;2023;1;1;14;7;1;5;2;1,076;11;5.38;5;0;6;2;1;1;0;;;
383;2023;1;1;14;7;2;1;1;75;1;0.75;0;0;1;0;0;0;0;;;
384;2023;1;1;14;7;2;2;2;120;1;0.60;1;0;1;0;0;0;0;;;
385;2023;1;1;14;7;3;1;2;100;1;0.50;1;0;1;0;0;0;0;;;
386;2023;1;1;14;8;1;1;17;11,220;112;6.60;56;5;61;14;9;6;1;;;
387;2023;1;1;14;8;1;2;16;8,000;80;5.00;39;4;43;10;6;4;0;;;
388;2023;1;1;14;8;1;5;22;11,836;118;5.38;59;5;64;17;9;6;1;;;
389;2023;1;1;14;8;1;6;30;12,000;120;4.00;60;5;65;17;10;6;1;;;
390;2023;1;1;14;8;2;1;22;1,500;15;0.68;9;4;13;1;0;0;1;;;
391;2023;1;1;14;8;2;2;20;1,400;14;0.70;8;4;12;1;0;0;1;;;
392;2023;1;1;14;8;3;1;33;1,500;15;0.45;9;1;10;2;2;0;0;;;
393;2023;1;1;14;9;1;1;10;6,600;66;6.60;33;3;36;8;5;3;1;;;
394;2023;1;1;14;9;1;3;6;4,170;42;6.95;21;2;22;5;3;2;0;;;
395;2023;1;1;14;9;1;5;5;2,690;27;5.38;13;1;15;4;2;1;0;;;
396;2023;1;1;14;9;2;1;10;600;6;0.60;3;2;5;0;0;0;0;;;
397;2023;1;1;14;10;1;1;6;4,740;47;7.90;24;2;26;6;4;2;0;;;
398;2023;1;1;14;10;1;3;3;2,751;28;9.17;14;1;15;4;2;1;0;;;
399;2023;1;1;14;10;1;5;22;12,980;130;5.90;65;6;71;18;10;6;1;;;
400;2023;1;1;14;10;1;6;12;6,900;69;5.75;34;3;38;10;5;3;1;;;
401;2023;1;1;14;10;2;1;48;4,300;43;0.90;25;12;36;3;0;1;2;;;
402;2023;1;1;14;10;2;2;50;4,500;45;0.90;26;12;38;4;0;1;2;;;
403;2023;1;1;14;10;3;1;4;240;2;0.60;1;0;2;0;0;0;0;;;
404;2023;1;1;14;10;3;2;5;300;3;0.60;2;0;2;0;0;0;0;;;
405;2023;1;1;14;10;4;1;2;120;1;0.60;1;0;1;0;0;0;0;;;
406;2023;1;1;14;11;1;1;63;41,580;416;6.60;207;19;226;52;33;21;4;;;
407;2023;1;1;14;12;1;1;25;19,750;198;7.90;99;9;107;25;16;10;2;;;
408;2023;1;1;14;12;1;2;15;12,000;120;8.00;59;5;64;16;9;6;1;;;
409;2023;1;1;14;12;1;3;5;4,585;46;9.17;23;2;24;6;3;2;0;;;
410;2023;1;1;14;12;1;5;20;11,800;118;5.90;59;5;64;17;9;6;1;;;
411;2023;1;1;14;12;1;6;10;5,750;58;5.75;29;3;31;8;5;3;1;;;
412;2023;1;1;14;13;1;1;210;147,000;1,470;7.00;733;66;799;183;117;73;15;;;
413;2023;1;1;14;13;1;5;40;23,600;236;5.90;118;11;128;33;19;12;2;;;
414;2023;1;1;14;13;1;6;17;9,775;98;5.75;49;4;53;14;8;5;1;;;
415;2023;1;1;14;13;2;2;69;27,600;276;4.00;160;74;234;22;0;8;12;;;
416;2023;1;1;14;14;1;1;56;36,960;370;6.60;184;16;201;46;29;18;4;;;
417;2023;1;1;14;14;1;5;44;23,672;237;5.38;118;11;129;33;19;12;2;;;
418;2023;1;1;14;15;1;1;73;48,180;482;6.60;240;21;262;60;38;24;5;;;
419;2023;1;1;14;15;1;5;21;11,298;113;5.38;56;5;61;16;9;6;1;;;
420;2023;1;1;14;15;1;6;28;11,200;112;4.00;56;5;61;16;9;6;1;;;
421;2023;1;1;14;15;2;1;35;2,100;21;0.60;12;6;18;2;0;1;1;;;
422;2023;1;1;14;15;2;2;33;1,980;20;0.60;11;5;17;2;0;1;1;;;
423;2023;1;1;14;15;3;1;3;105;1;0.35;1;0;1;0;0;0;0;;;
424;2023;1;1;14;15;3;2;1;60;1;0.60;0;0;0;0;0;0;0;;;
425;2023;1;1;14;16;1;5;157;84,466;845;5.38;421;38;459;118;67;42;8;;;
426;2023;1;1;14;17;1;1;7;4,620;46;6.60;23;2;25;6;4;2;0;;;
427;2023;1;1;14;17;1;3;4;2,780;28;6.95;14;1;15;4;2;1;0;;;
428;2023;1;1;14;17;1;5;8;4,304;43;5.38;21;2;23;6;3;2;0;;;
429;2023;1;1;14;18;1;1;15;11,850;119;7.90;59;5;64;15;9;6;1;;;
430;2023;1;1;14;18;1;2;6;4,560;46;7.60;22;2;24;6;3;2;0;;;
431;2023;1;1;14;18;1;3;1;1,000;10;10.00;5;0;5;1;1;0;0;;;
432;2023;1;1;14;18;1;4;5;1,500;15;3.00;8;1;9;2;1;1;0;;;
433;2023;1;1;14;18;1;5;8;4,720;47;5.90;24;2;26;7;4;2;0;;;
434;2023;1;1;14;18;1;6;5;2,875;29;5.75;14;1;16;4;2;1;0;;;
435;2023;1;1;14;18;1;7;3;825;8;2.75;4;1;5;1;1;0;0;;;
436;2023;1;1;14;18;2;1;14;4,200;42;3.00;24;11;36;3;0;1;2;;;
437;2023;1;1;14;18;2;2;10;3,000;30;3.00;17;8;25;2;0;1;1;;;
438;2023;1;1;14;19;1;1;36;23,760;238;6.60;119;11;129;30;19;12;2;;;
439;2023;1;1;14;19;1;5;8;3,745;37;4.68;19;2;20;5;3;2;0;;;
440;2023;1;1;14;20;1;1;100;79,000;790;7.90;394;35;429;99;63;39;8;;;
441;2023;1;1;14;20;1;5;50;29,500;295;5.90;147;13;160;41;23;15;3;;;
442;2023;1;1;14;20;1;6;10;5,750;58;5.75;29;3;31;8;5;3;1;;;
443;2023;1;1;14;20;2;1;30;4,500;45;1.50;26;12;38;4;0;1;2;;;
444;2023;1;1;14;20;2;2;20;1,800;18;0.90;10;5;15;1;0;1;1;;;
445;2023;1;1;14;21;1;1;12;9,480;95;7.90;47;4;52;12;8;5;1;;;
446;2023;1;1;14;21;1;2;17;12,920;129;7.60;63;6;69;17;9;6;1;;;
447;2023;1;1;14;21;1;6;16;9,200;92;5.75;46;4;50;13;7;5;1;;;
448;2023;1;1;14;21;2;1;39;4,900;49;1.26;28;13;42;4;0;1;2;;;
449;2023;1;1;14;21;2;2;34;3,400;34;1.00;20;9;29;3;0;1;2;;;
450;2023;1;1;15;1;1;1;6;4,200;42;7.00;21;2;23;5;3;2;0;;;
451;2023;1;1;15;1;1;5;30;18,000;180;6.00;90;8;98;25;14;9;2;;;
452;2023;1;1;15;2;1;5;37;19,906;199;5.38;99;9;108;28;16;10;2;;;
453;2023;1;1;15;3;1;1;13;8,905;89;6.85;44;4;48;11;7;4;1;;;
454;2023;1;1;15;3;1;5;63;33,894;339;5.38;169;15;184;47;27;17;3;;;
455;2023;1;1;15;3;1;6;7;2,800;28;4.00;14;1;15;4;2;1;0;;;
456;2023;1;1;15;4;1;5;60;32,280;323;5.38;161;14;175;45;26;16;3;;;
457;2023;1;1;15;5;1;1;6;3,960;40;6.60;20;2;22;5;3;2;0;;;
458;2023;1;1;15;5;1;2;1;500;5;5.00;2;0;3;1;0;0;0;;;
459;2023;1;1;15;5;1;5;12;6,456;65;5.38;32;3;35;9;5;3;1;;;
460;2023;1;1;15;5;2;1;3;500;5;1.67;3;1;4;0;0;0;0;;;
461;2023;1;1;15;5;2;2;15;900;9;0.60;5;2;8;1;0;0;0;;;
462;2023;1;1;15;6;1;5;25;13,450;135;5.38;67;6;73;19;11;7;1;;;
463;2023;1;1;15;6;1;6;2;800;8;4.00;4;0;4;1;1;0;0;;;
464;2023;1;1;15;6;2;1;9;540;5;0.60;3;1;5;0;0;0;0;;;
465;2023;1;1;15;6;2;2;12;720;7;0.60;4;2;6;1;0;0;0;;;
466;2023;1;1;15;8;1;5;13;6,994;70;5.38;35;3;38;10;6;3;1;;;
467;2023;1;1;15;8;1;6;1;400;4;4.00;2;0;2;1;0;0;0;;;
468;2023;1;1;16;1;1;1;61;41,785;418;6.85;208;19;227;52;33;21;4;;;
469;2023;1;1;16;1;1;5;34;18,292;183;5.38;91;8;99;26;15;9;2;;;
470;2023;1;1;16;1;2;1;40;9,600;96;2.40;56;26;81;8;0;3;4;;;
471;2023;1;1;16;1;2;2;36;6,660;67;1.85;39;18;56;5;0;2;3;;;
472;2023;1;1;16;2;1;1;2;1,320;13;6.60;7;1;7;2;1;1;0;;;
473;2023;1;1;16;2;1;5;1;538;5;5.38;3;0;3;1;0;0;0;;;
474;2023;1;1;16;2;2;1;8;635;6;0.79;4;2;5;1;0;0;0;;;
475;2023;1;1;16;2;2;2;6;1,060;11;1.77;6;3;9;1;0;0;0;;;
476;2023;1;1;16;3;1;1;98;67,130;671;6.85;335;30;365;84;53;34;7;;;
477;2023;1;1;16;3;1;5;15;8,070;81;5.38;40;4;44;11;6;4;1;;;
478;2023;1;1;16;3;1;6;14;5,600;56;4.00;28;2;30;8;4;3;1;;;
479;2023;1;1;16;3;2;1;186;55,800;558;3.00;324;149;473;44;0;16;25;;;
480;2023;1;1;16;3;2;2;36;10,800;108;3.00;63;29;92;9;0;3;5;;;
481;2023;1;1;16;4;1;1;15;10,275;103;6.85;51;5;56;13;8;5;1;;;
482;2023;1;1;16;4;1;5;79;42,502;425;5.38;212;19;231;60;34;21;4;;;
483;2023;1;1;16;4;2;1;38;7,600;76;2.00;44;20;64;6;0;2;3;;;
484;2023;1;1;16;4;2;2;35;7,000;70;2.00;41;19;59;6;0;2;3;;;
485;2023;1;1;16;5;1;1;16;10,960;110;6.85;55;5;60;14;9;5;1;;;
486;2023;1;1;16;5;2;1;14;4,900;49;3.50;28;13;42;4;0;1;2;;;
487;2023;1;1;16;6;1;1;45;30,825;308;6.85;154;14;168;38;24;15;3;;;
488;2023;1;1;16;6;1;2;24;12,000;120;5.00;59;5;64;16;9;6;1;;;
489;2023;1;1;16;6;1;5;27;14,526;145;5.38;72;6;79;20;12;7;1;;;
490;2023;1;1;16;6;2;1;48;14,400;144;3.00;84;39;122;11;0;4;6;;;
491;2023;1;1;16;6;2;2;26;7,800;78;3.00;45;21;66;6;0;2;4;;;
492;2023;1;1;16;7;1;1;18;12,330;123;6.85;62;5;67;15;10;6;1;;;
493;2023;1;1;16;7;1;5;14;7,532;75;5.38;38;3;41;11;6;4;1;;;
494;2023;1;1;16;7;2;1;12;3,600;36;3.00;21;10;31;3;0;1;2;;;
495;2023;1;1;16;7;2;2;10;2,000;20;2.00;12;5;17;2;0;1;1;;;
496;2023;1;1;16;8;1;1;8;5,480;55;6.85;27;2;30;7;4;3;1;;;
497;2023;1;1;16;8;1;2;5;2,500;25;5.00;12;1;13;3;2;1;0;;;
498;2023;1;1;16;8;1;5;33;17,754;178;5.38;89;8;96;25;14;9;2;;;
499;2023;1;1;16;8;2;2;3;410;4;1.37;2;1;3;0;0;0;0;;;
500;2023;1;1;16;9;1;1;89;60,965;610;6.85;304;27;331;76;48;30;6;;;
501;2023;1;1;16;9;1;5;24;12,912;129;5.38;64;6;70;18;10;6;1;;;
502;2023;1;1;16;9;2;1;18;5,400;54;3.00;31;14;46;4;0;2;2;;;
503;2023;1;1;16;9;2;2;78;4,680;47;0.60;27;13;40;4;0;1;2;;;
504;2023;1;1;16;10;1;1;45;30,825;308;6.85;154;14;168;38;24;15;3;;;
505;2023;1;1;16;10;1;5;13;6,994;70;5.38;35;3;38;10;6;3;1;;;
506;2023;1;1;16;10;2;1;5;2,000;20;4.00;12;5;17;2;0;1;1;;;
507;2023;1;1;16;10;2;2;1;300;3;3.00;2;1;3;0;0;0;0;;;
508;2023;1;1;16;12;1;1;2;1,370;14;6.85;7;1;7;2;1;1;0;;;
509;2023;1;1;16;12;1;5;14;7,532;75;5.38;38;3;41;11;6;4;1;;;
510;2023;1;1;16;12;1;6;10;4,000;40;4.00;20;2;22;6;3;2;0;;;
511;2023;1;1;16;12;2;1;11;2,534;25;2.30;15;7;21;2;0;1;1;;;
512;2023;1;1;16;12;2;2;18;4,327;43;2.40;25;12;37;3;0;1;2;;;
513;2023;1;1;16;13;1;1;140;95,900;959;6.85;478;43;521;120;76;48;10;;;
514;2023;1;1;16;13;1;5;70;37,660;377;5.38;188;17;205;53;30;19;4;;;
515;2023;1;1;16;13;2;1;14;4,200;42;3.00;24;11;36;3;0;1;2;;;
516;2023;1;1;16;13;2;2;11;2,750;28;2.50;16;7;23;2;0;1;1;;;
517;2023;1;1;16;14;1;1;10;6,850;69;6.85;34;3;37;9;5;3;1;;;
518;2023;1;1;16;14;1;2;3;1,500;15;5.00;7;1;8;2;1;1;0;;;
519;2023;1;1;16;14;1;5;53;28,514;285;5.38;142;13;155;40;23;14;3;;;
520;2023;1;1;16;14;2;1;60;5,940;59;0.99;34;16;50;5;0;2;3;;;
521;2023;1;1;16;14;2;2;3;297;3;0.99;2;1;3;0;0;0;0;;;
522;2023;1;1;16;15;1;1;66;45,210;452;6.85;226;20;246;56;36;23;5;;;
523;2023;1;1;16;15;1;2;37;18,500;185;5.00;91;8;99;24;13;9;1;;;
524;2023;1;1;16;15;1;5;38;20,444;204;5.38;102;9;111;29;16;10;2;;;
525;2023;1;1;16;15;1;6;36;14,400;144;4.00;72;6;78;20;11;7;1;;;
526;2023;1;1;16;15;2;1;63;18,900;189;3.00;110;51;160;15;0;5;9;;;
527;2023;1;1;16;15;2;2;54;18,900;189;3.50;110;51;160;15;0;5;9;;;
528;2023;1;1;16;16;1;1;30;20,550;206;6.85;103;9;112;26;16;10;2;;;
529;2023;1;1;16;16;1;2;5;2,500;25;5.00;12;1;13;3;2;1;0;;;
530;2023;1;1;16;16;1;5;41;22,058;221;5.38;110;10;120;31;18;11;2;;;
531;2023;1;1;16;16;2;1;13;2,245;22;1.73;13;6;19;2;0;1;1;;;
532;2023;1;1;16;16;2;2;15;1,713;17;1.14;10;5;15;1;0;0;1;;;
533;2023;1;1;16;17;1;1;21;14,385;144;6.85;72;6;78;18;11;7;1;;;
534;2023;1;1;16;17;1;5;43;23,134;231;5.38;115;10;126;32;18;12;2;;;
535;2023;1;1;16;17;1;6;9;3,600;36;4.00;18;2;20;5;3;2;0;;;
536;2023;1;1;16;17;2;1;1;300;3;3.00;2;1;3;0;0;0;0;;;
537;2023;1;1;16;17;2;2;3;900;9;3.00;5;2;8;1;0;0;0;;;
538;2023;1;1;17;1;1;5;5;2,500;25;5.00;12;1;14;4;2;1;0;;;
539;2023;1;1;17;1;2;1;55;8,250;83;1.50;48;22;70;7;0;2;4;;;
540;2023;1;1;17;1;2;2;89;13,350;134;1.50;77;36;113;11;0;4;6;;;
541;2023;1;1;17;1;1;1;5;3,300;33;6.60;16;1;18;4;3;2;0;;;
542;2023;1;1;17;1;1;5;132;66,000;660;5.00;329;29;359;92;52;33;7;;;
543;2023;1;1;17;1;2;1;37;5,500;55;1.49;32;15;47;4;0;2;2;;;
544;2023;1;1;17;1;2;2;70;10,500;105;1.50;61;28;89;8;0;3;5;;;
545;2023;1;1;17;3;1;1;5;3,000;30;6.00;15;1;16;4;2;1;0;;;
546;2023;1;1;17;3;1;2;8;3,600;36;4.50;18;2;19;5;3;2;0;;;
547;2023;1;1;17;3;1;5;18;10,800;108;6.00;54;5;59;15;9;5;1;;;
548;2023;1;1;17;3;1;6;12;6,000;60;5.00;30;3;33;8;5;3;1;;;
549;2023;1;1;17;3;2;1;90;7,200;72;0.80;42;19;61;6;0;2;3;;;
550;2023;1;1;17;3;2;2;82;6,150;62;0.75;36;16;52;5;0;2;3;;;
551;2023;1;1;17;6;1;1;13;8,150;82;6.27;41;4;44;10;6;4;1;;;
552;2023;1;1;17;6;1;2;20;13,000;130;6.50;64;6;70;17;9;7;1;;;
553;2023;1;1;17;6;1;5;9;4,050;41;4.50;20;2;22;6;3;2;0;;;
554;2023;1;1;17;6;1;6;17;9,945;99;5.85;50;4;54;14;8;5;1;;;
555;2023;1;1;17;6;2;1;23;6,900;69;3.00;40;18;59;5;0;2;3;;;
556;2023;1;1;17;7;1;1;3;1,980;20;6.60;10;1;11;2;2;1;0;;;
557;2023;1;1;17;7;2;1;3;200;2;0.67;1;1;2;0;0;0;0;;;
558;2023;1;1;17;9;1;1;14;9,240;92;6.60;46;4;50;12;7;5;1;;;
559;2023;1;1;17;9;1;5;5;2,690;27;5.38;13;1;15;4;2;1;0;;;
560;2023;1;1;17;9;1;2;5;2,500;25;5.00;12;1;13;3;2;1;0;;;
561;2023;1;1;17;9;1;6;3;1,200;12;4.00;6;1;7;2;1;1;0;;;
562;2023;1;1;17;9;2;1;17;1,020;10;0.60;6;3;9;1;0;0;0;;;
563;2023;1;1;17;9;2;2;5;300;3;0.60;2;1;3;0;0;0;0;;;
564;2023;1;1;17;10;1;2;28;19,600;196;7.00;96;9;105;25;14;10;1;;;
565;2023;1;1;17;10;1;6;26;15,210;152;5.85;76;7;83;21;12;8;2;;;
566;2023;1;1;17;10;2;1;22;6,600;66;3.00;38;18;56;5;0;2;3;;;
567;2023;1;1;17;11;1;1;12;9,264;93;7.72;46;4;50;12;7;5;1;;;
568;2023;1;1;17;11;1;5;40;24,000;240;6.00;120;11;130;34;19;12;2;;;
569;2023;1;1;17;12;1;1;11;8,492;85;7.72;42;4;46;11;7;4;1;;;
570;2023;1;1;17;12;1;2;67;43,550;436;6.50;214;20;233;56;31;22;2;;;
571;2023;1;1;17;12;1;5;98;58,800;588;6.00;293;26;320;82;47;29;6;;;
572;2023;1;1;17;12;1;6;13;7,605;76;5.85;38;3;41;11;6;4;1;;;
573;2023;1;1;17;12;2;1;187;46,750;468;2.50;271;125;397;37;0;13;21;;;
574;2023;1;1;17;12;2;2;264;52,800;528;2.00;306;141;448;42;0;15;24;;;
575;2023;1;1;18;1;1;1;27;20,844;208;7.72;104;9;113;26;17;10;2;;;
576;2023;1;1;18;1;1;2;28;18,200;182;6.50;89;8;98;24;13;9;1;;;
577;2023;1;1;18;1;1;5;509;305,400;3,054;6.00;1,524;136;1,660;428;242;153;31;;;
578;2023;1;1;18;1;1;6;27;15,795;158;5.85;79;7;86;22;13;8;2;;;
579;2023;1;1;18;1;2;1;572;130,280;1,303;2.28;756;349;1,105;103;0;36;59;;;
580;2023;1;1;18;2;1;1;2;1,544;15;7.72;8;1;8;2;1;1;0;;;
581;2023;1;1;18;2;1;2;2;1,300;13;6.50;6;1;7;2;1;1;0;;;
582;2023;1;1;18;2;2;1;1;175;2;1.75;1;0;1;0;0;0;0;;;
