Corre;Año; Tipo de Carne;Mes;Departamento;Municipio;Clase;Sexo (subclase);Número de Cabezas;Peso total en libras;Peso total del número de cabezas (quintales);Peso vivo promedio (Peso de cada cabeza);Carne y Hueso;Sebo;Total;Vísceras;Cuero;Sangre;Desperdicio;;;
4699;2023;1;8;9;24;2;1;27;2,430;24;0.90;14;7;21;2;0;1;1;;;
4700;2023;1;8;9;24;2;2;25;2,250;23;0.90;13;6;19;2;0;1;1;;;
4701;2023;1;8;10;2;1;1;27;24,300;243;9.00;121;11;132;30;19;12;2;;;
4702;2023;1;8;10;2;1;5;1;800;8;8.00;4;0;4;1;1;0;0;;;
4703;2023;1;8;10;2;1;6;17;11,900;119;7.00;59;5;65;17;9;6;1;;;
4704;2023;1;8;10;2;2;1;34;2,720;27;0.80;16;7;23;2;0;1;1;;;
4705;2023;1;8;10;2;2;2;27;1,890;19;0.70;11;5;16;1;0;1;1;;;
4706;2023;1;8;10;3;1;1;5;4,000;40;8.00;20;2;22;5;3;2;0;;;
4707;2023;1;8;10;3;1;5;64;44,800;448;7.00;224;20;243;63;36;22;4;;;
4708;2023;1;8;10;3;1;6;25;15,575;156;6.23;78;7;85;22;12;8;2;;;
4709;2023;1;8;10;4;1;2;13;11,050;111;8.50;54;5;59;14;8;6;1;;;
4710;2023;1;8;10;5;1;1;2;1,600;16;8.00;8;1;9;2;1;1;0;;;
4711;2023;1;8;10;5;1;2;1;773;8;7.73;4;0;4;1;1;0;0;;;
4712;2023;1;8;10;5;1;5;5;3,500;35;7.00;17;2;19;5;3;2;0;;;
4713;2023;1;8;10;5;1;6;3;1,700;17;5.67;8;1;9;2;1;1;0;;;
4714;2023;1;8;10;5;2;1;13;1,350;14;1.04;8;4;11;1;0;0;1;;;
4715;2023;1;8;10;5;2;2;12;1,475;15;1.23;9;4;13;1;0;0;1;;;
4716;2023;1;8;10;7;1;1;8;7,200;72;9.00;36;3;39;9;6;4;1;;;
4717;2023;1;8;10;7;1;2;8;6,400;64;8.00;31;3;34;8;5;3;0;;;
4718;2023;1;8;10;7;1;5;4;2,800;28;7.00;14;1;15;4;2;1;0;;;
4719;2023;1;8;10;7;1;6;4;2,492;25;6.23;12;1;14;3;2;1;0;;;
4720;2023;1;8;10;7;2;1;4;1,200;12;3.00;7;3;10;1;0;0;1;;;
4721;2023;1;8;10;7;2;2;1;100;1;1.00;1;0;1;0;0;0;0;;;
4722;2023;1;8;10;8;1;1;42;33,600;336;8.00;168;15;183;42;27;17;3;;;
4723;2023;1;8;10;8;1;5;38;30,170;302;7.94;151;13;164;42;24;15;3;;;
4724;2023;1;8;10;10;1;1;32;23,360;234;7.30;117;10;127;29;19;12;2;;;
4725;2023;1;8;10;10;1;2;22;17,006;170;7.73;83;8;91;22;12;9;1;;;
4726;2023;1;8;10;10;1;5;63;50,400;504;8.00;251;22;274;71;40;25;5;;;
4727;2023;1;8;10;10;1;6;58;36,134;361;6.23;180;16;196;51;29;18;4;;;
4728;2023;1;8;10;10;2;1;124;31,000;310;2.50;180;83;263;24;0;9;14;;;
4729;2023;1;8;10;10;2;2;117;29,250;293;2.50;170;78;248;23;0;8;13;;;
4730;2023;1;8;10;11;1;1;25;20,000;200;8.00;100;9;109;25;16;10;2;;;
4731;2023;1;8;10;11;1;6;14;8,722;87;6.23;44;4;47;12;7;4;1;;;
4732;2023;1;8;10;12;1;2;4;3,092;31;7.73;15;1;17;4;2;2;0;;;
4733;2023;1;8;10;12;1;7;2;550;6;2.75;3;0;3;1;0;0;0;;;
4734;2023;1;8;10;13;1;1;57;45,600;456;8.00;228;20;248;57;36;23;5;;;
4735;2023;1;8;10;13;1;2;21;16,800;168;8.00;82;8;90;22;12;8;1;;;
4736;2023;1;8;10;13;1;5;9;7,200;72;8.00;36;3;39;10;6;4;1;;;
4737;2023;1;8;10;13;1;6;22;13,706;137;6.23;68;6;74;19;11;7;1;;;
4738;2023;1;8;10;13;2;1;164;24,600;246;1.50;143;66;209;19;0;7;11;;;
4739;2023;1;8;10;13;2;2;138;20,700;207;1.50;120;55;176;16;0;6;9;;;
4740;2023;1;8;10;14;1;1;78;60,294;603;7.73;301;27;328;75;48;30;6;;;
4741;2023;1;8;10;14;1;2;35;27,055;271;7.73;133;12;145;35;19;14;1;;;
4742;2023;1;8;10;14;1;5;21;16,233;162;7.73;81;7;88;23;13;8;2;;;
4743;2023;1;8;10;14;1;6;2;1,246;12;6.23;6;1;7;2;1;1;0;;;
4744;2023;1;8;10;14;2;1;365;78,840;788;2.16;458;211;669;62;0;22;35;;;
4745;2023;1;8;10;14;2;2;102;22,032;220;2.16;128;59;187;17;0;6;10;;;
4746;2023;1;8;10;15;1;1;10;6,600;66;6.60;33;3;36;8;5;3;1;;;
4747;2023;1;8;10;15;1;5;7;3,500;35;5.00;17;2;19;5;3;2;0;;;
4748;2023;1;8;10;15;1;6;10;5,000;50;5.00;25;2;27;7;4;2;1;;;
4749;2023;1;8;10;15;2;1;15;900;9;0.60;5;2;8;1;0;0;0;;;
4750;2023;1;8;10;15;2;2;8;480;5;0.60;3;1;4;0;0;0;0;;;
4751;2023;1;8;10;16;2;1;9;540;5;0.60;3;1;5;0;0;0;0;;;
4752;2023;1;8;10;16;2;2;10;600;6;0.60;3;2;5;0;0;0;0;;;
4753;2023;1;8;10;17;1;1;170;127,500;1,275;7.50;636;57;693;159;101;64;13;;;
4754;2023;1;8;10;17;1;6;21;13,083;131;6.23;65;6;71;18;10;7;1;;;
4755;2023;1;8;10;17;2;1;28;1,680;17;0.60;10;4;14;1;0;0;1;;;
4756;2023;1;8;10;18;1;1;9;7,200;72;8.00;36;3;39;9;6;4;1;;;
4757;2023;1;8;10;18;1;2;2;1,546;15;7.73;8;1;8;2;1;1;0;;;
4758;2023;1;8;10;18;1;5;36;25,200;252;7.00;126;11;137;35;20;13;3;;;
4759;2023;1;8;10;20;1;1;10;8,000;80;8.00;40;4;43;10;6;4;1;;;
4760;2023;1;8;10;20;1;2;5;4,000;40;8.00;20;2;21;5;3;2;0;;;
4761;2023;1;8;10;20;1;5;36;25,200;252;7.00;126;11;137;35;20;13;3;;;
4762;2023;1;8;10;20;1;6;12;7,476;75;6.23;37;3;41;10;6;4;1;;;
4763;2023;1;8;10;20;2;1;70;28,000;280;4.00;163;75;237;22;0;8;13;;;
4764;2023;1;8;10;20;2;2;55;19,250;193;3.50;112;52;163;15;0;5;9;;;
4765;2023;1;8;11;2;1;1;16;11,130;111;6.96;56;5;60;14;9;6;1;;;
4766;2023;1;8;11;2;1;5;4;3,040;30;7.60;15;1;17;4;2;2;0;;;
4767;2023;1;8;11;2;1;6;5;3,090;31;6.18;15;1;17;4;2;2;0;;;
4768;2023;1;8;11;2;2;1;22;3,200;32;1.45;19;9;27;3;0;1;1;;;
4769;2023;1;8;11;2;2;2;24;2,450;25;1.02;14;7;21;2;0;1;1;;;
4770;2023;1;8;11;5;1;1;62;35,881;359;5.79;179;16;195;45;28;18;4;;;
4771;2023;1;8;11;5;1;6;14;8,103;81;5.79;40;4;44;11;6;4;1;;;
4772;2023;1;8;11;7;1;1;7;4,200;42;6.00;21;2;23;5;3;2;0;;;
4773;2023;1;8;11;7;1;2;5;3,000;30;6.00;15;1;16;4;2;2;0;;;
4774;2023;1;8;11;7;1;5;15;9,000;90;6.00;45;4;49;13;7;4;1;;;
4775;2023;1;8;11;7;2;1;28;2,240;22;0.80;13;6;19;2;0;1;1;;;
4776;2023;1;8;11;7;2;2;16;1,280;13;0.80;7;3;11;1;0;0;1;;;
4777;2023;1;8;11;8;1;1;7;5,761;58;8.23;29;3;31;7;5;3;1;;;
4778;2023;1;8;11;8;1;2;6;4,662;47;7.77;23;2;25;6;3;2;0;;;
4779;2023;1;8;11;8;1;5;4;3,152;32;7.88;16;1;17;4;3;2;0;;;
4780;2023;1;8;11;9;1;1;5;4,115;41;8.23;21;2;22;5;3;2;0;;;
4781;2023;1;8;11;9;1;2;4;3,108;31;7.77;15;1;17;4;2;2;0;;;
4782;2023;1;8;11;9;1;5;4;3,152;32;7.88;16;1;17;4;3;2;0;;;
4783;2023;1;8;12;3;1;1;3;1,980;20;6.60;10;1;11;2;2;1;0;;;
4784;2023;1;8;12;3;1;2;2;1,000;10;5.00;5;0;5;1;1;1;0;;;
4785;2023;1;8;12;3;1;7;1;275;3;2.75;1;0;2;0;0;0;0;;;
4786;2023;1;8;12;3;2;2;2;230;2;1.15;1;1;2;0;0;0;0;;;
4787;2023;1;8;12;3;3;1;2;120;1;0.60;1;0;1;0;0;0;0;;;
4788;2023;1;8;12;4;1;1;19;12,540;125;6.60;63;6;68;16;10;6;1;;;
4789;2023;1;8;12;4;1;5;10;5,380;54;5.38;27;2;29;8;4;3;1;;;
4790;2023;1;8;12;4;2;1;15;3,000;30;2.00;17;8;25;2;0;1;1;;;
4791;2023;1;8;12;4;2;2;8;1,600;16;2.00;9;4;14;1;0;0;1;;;
4792;2023;1;8;12;4;3;1;8;480;5;0.60;3;0;3;1;1;0;0;;;
4793;2023;1;8;12;4;3;2;15;900;9;0.60;5;1;6;1;1;0;0;;;
4794;2023;1;8;12;4;4;1;4;240;2;0.60;1;0;2;0;0;0;0;;;
4795;2023;1;8;12;4;4;2;3;180;2;0.60;1;0;1;0;0;0;0;;;
4796;2023;1;8;12;6;1;1;12;7,920;79;6.60;40;4;43;10;6;4;1;;;
4797;2023;1;8;12;6;1;2;14;6,300;63;4.50;31;3;34;8;4;3;0;;;
4798;2023;1;8;12;6;1;4;10;3,500;35;3.50;18;2;21;4;3;1;0;;;
4799;2023;1;8;12;6;1;5;6;2,700;27;4.50;13;1;15;4;2;1;0;;;
4800;2023;1;8;12;6;2;1;10;1,500;15;1.50;9;4;13;1;0;0;1;;;
4801;2023;1;8;12;6;2;2;8;1,200;12;1.50;7;3;10;1;0;0;1;;;
4802;2023;1;8;12;6;3;1;20;600;6;0.30;4;0;4;1;1;0;0;;;
4803;2023;1;8;12;6;3;2;18;1,080;11;0.60;6;1;7;1;1;0;0;;;
4804;2023;1;8;12;6;4;1;10;350;4;0.35;2;0;2;0;0;0;0;;;
4805;2023;1;8;12;6;4;2;12;360;4;0.30;2;0;2;0;0;0;0;;;
4806;2023;1;8;12;7;1;1;52;39,000;390;7.50;195;17;212;49;31;19;4;;;
4807;2023;1;8;12;7;1;5;49;29,400;294;6.00;147;13;160;41;23;15;3;;;
4808;2023;1;8;12;7;2;1;25;7,500;75;3.00;44;20;64;6;0;2;3;;;
4809;2023;1;8;12;7;3;1;24;1,440;14;0.60;9;1;10;2;2;0;0;;;
4810;2023;1;8;12;8;1;1;18;11,880;119;6.60;59;5;65;15;9;6;1;;;
4811;2023;1;8;12;8;2;1;4;240;2;0.60;1;1;2;0;0;0;0;;;
4812;2023;1;8;12;9;1;2;8;4,000;40;5.00;20;2;21;5;3;2;0;;;
4813;2023;1;8;12;9;1;4;8;2,280;23;2.85;12;1;13;3;2;1;0;;;
4814;2023;1;8;12;9;1;5;6;3,000;30;5.00;15;1;16;4;2;1;0;;;
4815;2023;1;8;12;9;1;7;6;1,800;18;3.00;9;1;10;2;1;1;0;;;
4816;2023;1;8;12;9;2;1;12;840;8;0.70;5;2;7;1;0;0;0;;;
4817;2023;1;8;12;9;2;2;14;980;10;0.70;6;3;8;1;0;0;0;;;
4818;2023;1;8;12;9;3;1;8;280;3;0.35;2;0;2;0;0;0;0;;;
4819;2023;1;8;12;9;3;2;4;150;2;0.38;1;0;1;0;0;0;0;;;
4820;2023;1;8;12;10;1;1;10;6,600;66;6.60;33;3;36;8;5;3;1;;;
4821;2023;1;8;12;10;1;2;5;2,500;25;5.00;12;1;13;3;2;1;0;;;
4822;2023;1;8;12;10;1;3;5;3,475;35;6.95;17;1;19;4;3;2;0;;;
4823;2023;1;8;12;10;1;5;10;5,380;54;5.38;27;2;29;8;4;3;1;;;
4824;2023;1;8;12;10;1;6;11;3,300;33;3.00;16;1;18;5;3;2;0;;;
4825;2023;1;8;12;10;2;1;5;1,000;10;2.00;6;3;8;1;0;0;0;;;
4826;2023;1;8;12;10;2;2;5;1,000;10;2.00;6;3;8;1;0;0;0;;;
4827;2023;1;8;12;10;3;1;2;120;1;0.60;1;0;1;0;0;0;0;;;
4828;2023;1;8;12;10;3;2;2;120;1;0.60;1;0;1;0;0;0;0;;;
4829;2023;1;8;12;11;1;1;10;7,500;75;7.50;37;3;41;9;6;4;1;;;
4830;2023;1;8;12;11;1;5;4;2,800;28;7.00;14;1;15;4;2;1;0;;;
4831;2023;1;8;12;12;1;6;10;5,850;59;5.85;29;3;32;8;5;3;1;;;
4832;2023;1;8;12;13;1;5;26;15,600;156;6.00;78;7;85;22;12;8;2;;;
4833;2023;1;8;12;13;1;6;28;18,775;188;6.71;94;8;102;26;15;9;2;;;
4834;2023;1;8;12;15;1;1;122;91,500;915;7.50;457;41;497;114;73;46;9;;;
4835;2023;1;8;12;15;1;2;91;63,700;637;7.00;313;29;342;83;45;32;3;;;
4836;2023;1;8;12;15;1;5;110;66,000;660;6.00;329;29;359;92;52;33;7;;;
4837;2023;1;8;12;15;1;6;91;53,235;532;5.85;266;24;289;75;42;27;5;;;
4838;2023;1;8;12;16;1;1;109;81,750;818;7.50;408;36;444;102;65;41;8;;;
4839;2023;1;8;12;16;1;2;110;77,000;770;7.00;378;35;413;100;55;39;4;;;
4840;2023;1;8;12;16;1;5;86;51,600;516;6.00;257;23;280;72;41;26;5;;;
4841;2023;1;8;12;16;1;6;135;78,975;790;5.85;394;35;429;111;63;39;8;;;
4842;2023;1;8;12;16;2;1;286;71,500;715;2.50;415;191;606;56;0;20;32;;;
4843;2023;1;8;12;16;2;2;272;54,400;544;2.00;316;146;461;43;0;15;24;;;
4844;2023;1;8;12;17;1;1;3;2,250;23;7.50;11;1;12;3;2;1;0;;;
4845;2023;1;8;12;17;1;2;18;12,600;126;7.00;62;6;68;16;9;6;1;;;
4846;2023;1;8;12;17;1;5;118;70,800;708;6.00;353;32;385;99;56;35;7;;;
4847;2023;1;8;12;17;2;1;95;19,000;190;2.00;110;51;161;15;0;5;9;;;
4848;2023;1;8;12;17;2;2;97;19,400;194;2.00;113;52;165;15;0;5;9;;;
4849;2023;1;8;12;19;1;5;20;10,000;100;5.00;50;4;54;14;8;5;1;;;
4850;2023;1;8;12;21;1;1;38;29,458;295;7.75;147;13;160;37;23;15;3;;;
4851;2023;1;8;12;21;1;5;1;470;5;4.70;2;0;3;1;0;0;0;;;
4852;2023;1;8;12;21;1;6;1;680;7;6.80;3;0;4;1;1;0;0;;;
4853;2023;1;8;12;21;2;1;55;10,541;105;1.92;61;28;89;8;0;3;5;;;
4854;2023;1;8;12;22;1;5;185;111,000;1,110;6.00;554;49;603;155;88;55;11;;;
4855;2023;1;8;12;22;1;6;15;8,775;88;5.85;44;4;48;12;7;4;1;;;
4856;2023;1;8;12;22;2;1;36;3,600;36;1.00;21;10;31;3;0;1;2;;;
4857;2023;1;8;12;22;2;2;36;3,600;36;1.00;21;10;31;3;0;1;2;;;
4858;2023;1;8;12;23;1;1;52;34,320;343;6.60;171;15;187;43;27;17;3;;;
4859;2023;1;8;12;25;1;1;4;2,640;26;6.60;13;1;14;3;2;1;0;;;
4860;2023;1;8;12;25;2;1;2;180;2;0.90;1;0;2;0;0;0;0;;;
4861;2023;1;8;12;26;1;1;35;23,100;231;6.60;115;10;126;29;18;12;2;;;
4862;2023;1;8;12;26;1;2;26;13,000;130;5.00;64;6;70;17;9;7;1;;;
4863;2023;1;8;12;26;1;3;28;19,460;195;6.95;96;8;104;25;15;10;2;;;
4864;2023;1;8;12;26;1;4;13;3,900;39;3.00;21;2;23;5;3;2;0;;;
4865;2023;1;8;12;26;1;5;40;20,000;200;5.00;100;9;109;28;16;10;2;;;
4866;2023;1;8;12;26;1;6;10;3,500;35;3.50;17;2;19;5;3;2;0;;;
4867;2023;1;8;12;26;2;1;47;7,050;71;1.50;41;19;60;6;0;2;3;;;
4868;2023;1;8;12;26;2;2;45;6,750;68;1.50;39;18;57;5;0;2;3;;;
4869;2023;1;8;12;28;1;1;9;5,940;59;6.60;30;3;32;7;5;3;1;;;
4870;2023;1;8;12;28;1;5;8;4,304;43;5.38;21;2;23;6;3;2;0;;;
4871;2023;1;8;12;28;2;1;7;420;4;0.60;2;1;4;0;0;0;0;;;
4872;2023;1;8;12;28;3;1;6;210;2;0.35;1;0;1;0;0;0;0;;;
4873;2023;1;8;12;29;1;1;11;7,260;73;6.60;36;3;39;9;6;4;1;;;
4874;2023;1;8;12;29;1;2;8;4,000;40;5.00;20;2;21;5;3;2;0;;;
4875;2023;1;8;12;29;1;4;4;1,200;12;3.00;6;1;7;1;1;0;0;;;
4876;2023;1;8;12;29;1;5;7;3,766;38;5.38;19;2;20;5;3;2;0;;;
4877;2023;1;8;12;29;1;6;2;600;6;3.00;3;0;3;1;0;0;0;;;
4878;2023;1;8;12;29;2;1;15;1,050;11;0.70;6;3;9;1;0;0;0;;;
4879;2023;1;8;12;29;2;2;12;840;8;0.70;5;2;7;1;0;0;0;;;
4880;2023;1;8;12;29;3;1;13;520;5;0.40;3;0;3;1;1;0;0;;;
4881;2023;1;8;12;29;3;2;11;440;4;0.40;3;0;3;1;1;0;0;;;
4882;2023;1;8;12;30;1;5;120;72,000;720;6.00;359;32;391;101;57;36;7;;;
4883;2023;1;8;13;1;1;1;16;11,616;116;7.26;58;5;63;14;9;6;1;;;
4884;2023;1;8;13;1;1;5;693;396,743;3,967;5.73;1,980;177;2,156;555;315;198;40;;;
4885;2023;1;8;13;1;2;1;769;126,885;1,269;1.65;736;340;1,076;100;0;36;57;;;
4886;2023;1;8;13;1;2;2;761;125,565;1,256;1.65;729;336;1,065;99;0;35;56;;;
4887;2023;1;8;13;2;1;1;6;4,200;42;7.00;21;2;23;5;3;2;0;;;
4888;2023;1;8;13;2;1;5;102;71,400;714;7.00;356;32;388;100;57;36;7;;;
4889;2023;1;8;13;6;1;1;19;15,067;151;7.93;75;7;82;19;12;8;2;;;
4890;2023;1;8;13;6;1;2;5;3,645;36;7.29;18;2;20;5;3;2;0;;;
4891;2023;1;8;13;6;1;3;5;4,165;42;8.33;21;2;22;5;3;2;0;;;
4892;2023;1;8;13;6;2;1;8;1,200;12;1.50;7;3;10;1;0;0;1;;;
4893;2023;1;8;13;6;2;2;2;600;6;3.00;3;2;5;0;0;0;0;;;
4894;2023;1;8;13;6;3;1;4;240;2;0.60;1;0;2;0;0;0;0;;;
4895;2023;1;8;13;7;1;1;39;30,927;309;7.93;154;14;168;39;25;15;3;;;
4896;2023;1;8;13;7;1;3;4;3,332;33;8.33;16;1;18;4;2;2;0;;;
4897;2023;1;8;13;7;1;4;30;9,000;90;3.00;47;6;53;10;7;4;1;;;
4898;2023;1;8;13;7;2;1;40;8,000;80;2.00;46;21;68;6;0;2;4;;;
4899;2023;1;8;13;7;2;2;28;5,600;56;2.00;33;15;47;4;0;2;3;;;
4900;2023;1;8;13;8;1;1;55;43,615;436;7.93;218;19;237;54;35;22;4;;;
4901;2023;1;8;13;8;2;1;67;15,725;157;2.35;91;42;133;12;0;4;7;;;
4902;2023;1;8;13;8;3;1;51;2,041;20;0.40;12;1;14;2;3;0;0;;;
4903;2023;1;8;13;20;1;3;2;1,390;14;6.95;7;1;7;2;1;1;0;;;
4904;2023;1;8;13;20;1;5;38;18,620;186;4.90;93;8;101;26;15;9;2;;;
4905;2023;1;8;13;21;1;1;6;4,500;45;7.50;22;2;24;6;4;2;0;;;
4906;2023;1;8;13;21;1;3;4;2,780;28;6.95;14;1;15;4;2;1;0;;;
4907;2023;1;8;13;21;1;5;3;1,614;16;5.38;8;1;9;2;1;1;0;;;
4908;2023;1;8;13;21;2;1;6;360;4;0.60;2;1;3;0;0;0;0;;;
4909;2023;1;8;13;21;2;2;3;180;2;0.60;1;0;2;0;0;0;0;;;
4910;2023;1;8;13;22;1;1;38;30,134;301;7.93;150;13;164;38;24;15;3;;;
4911;2023;1;8;13;22;1;5;5;3,035;30;6.07;15;1;16;4;2;2;0;;;
4912;2023;1;8;13;24;1;1;25;16,500;165;6.60;82;7;90;21;13;8;2;;;
4913;2023;1;8;13;24;1;2;21;10,500;105;5.00;52;5;56;14;7;5;1;;;
4914;2023;1;8;13;24;1;5;77;41,426;414;5.38;207;18;225;58;33;21;4;;;
4915;2023;1;8;13;24;1;6;13;5,850;59;4.50;29;3;32;8;5;3;1;;;
4916;2023;1;8;13;26;1;1;52;41,236;412;7.93;206;18;224;51;33;21;4;;;
4917;2023;1;8;13;26;1;2;46;34,500;345;7.50;169;16;185;45;25;17;2;;;
4918;2023;1;8;13;26;1;5;43;27,950;280;6.50;139;12;152;39;22;14;3;;;
4919;2023;1;8;13;26;1;6;29;17,400;174;6.00;87;8;95;24;14;9;2;;;
4920;2023;1;8;13;26;2;1;480;96,000;960;2.00;557;257;814;76;0;27;43;;;
4921;2023;1;8;13;26;3;1;15;750;8;0.50;4;1;5;1;1;0;0;;;
4922;2023;1;8;13;27;1;1;7;4,620;46;6.60;23;2;25;6;4;2;0;;;
4923;2023;1;8;13;27;1;3;29;20,155;202;6.95;99;8;108;26;15;10;2;;;
4924;2023;1;8;13;27;1;5;63;29,106;291;4.62;145;13;158;41;23;15;3;;;
4925;2023;1;8;13;31;1;1;6;4,500;45;7.50;22;2;24;6;4;2;0;;;
4926;2023;1;8;14;1;1;1;107;77,575;776;7.25;387;35;422;97;62;39;8;;;
4927;2023;1;8;14;1;1;2;108;50,760;508;4.70;249;23;272;66;36;25;3;;;
4928;2023;1;8;14;1;1;5;42;22,596;226;5.38;113;10;123;32;18;11;2;;;
4929;2023;1;8;14;2;1;1;18;14,220;142;7.90;71;6;77;18;11;7;1;;;
4930;2023;1;8;14;2;1;2;21;15,960;160;7.60;78;7;86;21;11;8;1;;;
4931;2023;1;8;14;2;1;6;24;13,800;138;5.75;69;6;75;19;11;7;1;;;
4932;2023;1;8;14;2;2;1;60;5,400;54;0.90;31;14;46;4;0;2;2;;;
4933;2023;1;8;14;2;2;2;64;5,760;58;0.90;33;15;49;5;0;2;3;;;
4934;2023;1;8;14;3;1;1;13;8,580;86;6.60;43;4;47;11;7;4;1;;;
4935;2023;1;8;14;3;1;5;4;2,360;24;5.90;12;1;13;3;2;1;0;;;
4936;2023;1;8;14;3;1;6;4;2,300;23;5.75;11;1;13;3;2;1;0;;;
4937;2023;1;8;14;3;3;1;6;360;4;0.60;2;0;2;0;0;0;0;;;
4938;2023;1;8;14;3;3;2;6;360;4;0.60;2;0;2;0;0;0;0;;;
4939;2023;1;8;14;4;1;1;10;6,600;66;6.60;33;3;36;8;5;3;1;;;
4940;2023;1;8;14;4;1;2;10;5,000;50;5.00;25;2;27;6;4;3;0;;;
4941;2023;1;8;14;4;1;5;10;5,380;54;5.38;27;2;29;8;4;3;1;;;
4942;2023;1;8;14;4;1;6;6;2,846;28;4.74;14;1;15;4;2;1;0;;;
4943;2023;1;8;14;6;1;1;99;78,210;782;7.90;390;35;425;98;62;39;8;;;
4944;2023;1;8;14;6;1;2;7;5,320;53;7.60;26;2;29;7;4;3;0;;;
4945;2023;1;8;14;6;1;5;85;50,150;502;5.90;250;22;273;70;40;25;5;;;
4946;2023;1;8;14;6;1;6;20;11,500;115;5.75;57;5;63;16;9;6;1;;;
4947;2023;1;8;14;6;2;1;300;37,500;375;1.25;218;100;318;30;0;11;17;;;
4948;2023;1;8;14;6;2;2;212;24,380;244;1.15;141;65;207;19;0;7;11;;;
4949;2023;1;8;14;6;3;1;2;120;1;0.60;1;0;1;0;0;0;0;;;
4950;2023;1;8;14;6;3;2;2;120;1;0.60;1;0;1;0;0;0;0;;;
4951;2023;1;8;14;7;1;2;2;1,000;10;5.00;5;0;5;1;1;1;0;;;
4952;2023;1;8;14;7;1;4;3;855;9;2.85;5;1;5;1;1;0;0;;;
4953;2023;1;8;14;7;1;5;2;1,076;11;5.38;5;0;6;2;1;1;0;;;
4954;2023;1;8;14;7;2;1;3;180;2;0.60;1;0;2;0;0;0;0;;;
4955;2023;1;8;14;7;3;1;2;120;1;0.60;1;0;1;0;0;0;0;;;
4956;2023;1;8;14;7;4;1;3;90;1;0.30;1;0;1;0;0;0;0;;;
4957;2023;1;8;14;8;1;1;17;11,220;112;6.60;56;5;61;14;9;6;1;;;
4958;2023;1;8;14;8;1;2;16;8,000;80;5.00;39;4;43;10;6;4;0;;;
4959;2023;1;8;14;8;1;5;22;11,836;118;5.38;59;5;64;17;9;6;1;;;
4960;2023;1;8;14;8;1;6;30;12,000;120;4.00;60;5;65;17;10;6;1;;;
4961;2023;1;8;14;8;2;1;22;1,500;15;0.68;9;4;13;1;0;0;1;;;
4962;2023;1;8;14;8;2;2;20;1,400;14;0.70;8;4;12;1;0;0;1;;;
4963;2023;1;8;14;8;3;1;33;1,500;15;0.45;9;1;10;2;2;0;0;;;
4964;2023;1;8;14;9;1;1;20;13,200;132;6.60;66;6;72;16;10;7;1;;;
4965;2023;1;8;14;9;1;5;4;2,152;22;5.38;11;1;12;3;2;1;0;;;
4966;2023;1;8;14;9;2;1;4;320;3;0.80;2;1;3;0;0;0;0;;;
4967;2023;1;8;14;9;2;2;4;300;3;0.75;2;1;3;0;0;0;0;;;
4968;2023;1;8;14;10;1;1;24;15,840;158;6.60;79;7;86;20;13;8;2;;;
4969;2023;1;8;14;10;1;2;8;4,000;40;5.00;20;2;21;5;3;2;0;;;
4970;2023;1;8;14;10;1;5;7;3,766;38;5.38;19;2;20;5;3;2;0;;;
4971;2023;1;8;14;10;2;1;45;2,700;27;0.60;16;7;23;2;0;1;1;;;
4972;2023;1;8;14;10;2;2;40;2,400;24;0.60;14;6;20;2;0;1;1;;;
4973;2023;1;8;14;10;3;1;4;240;2;0.60;1;0;2;0;0;0;0;;;
4974;2023;1;8;14;10;3;2;3;180;2;0.60;1;0;1;0;0;0;0;;;
4975;2023;1;8;14;11;1;1;45;29,700;297;6.60;148;13;161;37;24;15;3;;;
4976;2023;1;8;14;12;1;1;20;15,800;158;7.90;79;7;86;20;13;8;2;;;
4977;2023;1;8;14;12;1;2;35;28,000;280;8.00;137;13;150;36;20;14;1;;;
4978;2023;1;8;14;12;1;3;10;9,170;92;9.17;45;4;49;12;7;5;1;;;
4979;2023;1;8;14;12;1;5;25;14,750;148;5.90;74;7;80;21;12;7;1;;;
4980;2023;1;8;14;12;1;6;30;17,250;173;5.75;86;8;94;24;14;9;2;;;
4981;2023;1;8;14;13;1;1;185;129,500;1,295;7.00;646;58;704;162;103;65;13;;;
4982;2023;1;8;14;13;1;5;75;44,250;443;5.90;221;20;241;62;35;22;4;;;
4983;2023;1;8;14;13;1;6;44;25,300;253;5.75;126;11;138;35;20;13;3;;;
4984;2023;1;8;14;13;2;1;120;48,000;480;4.00;279;129;407;38;0;13;22;;;
4985;2023;1;8;14;13;2;2;78;31,200;312;4.00;181;84;265;25;0;9;14;;;
4986;2023;1;8;14;14;1;1;75;49,500;495;6.60;247;22;269;62;39;25;5;;;
4987;2023;1;8;14;14;1;5;31;16,678;167;5.38;83;7;91;23;13;8;2;;;
4988;2023;1;8;14;15;1;1;82;54,120;541;6.60;270;24;294;67;43;27;5;;;
4989;2023;1;8;14;15;1;5;15;8,070;81;5.38;40;4;44;11;6;4;1;;;
4990;2023;1;8;14;15;1;6;13;5,200;52;4.00;26;2;28;7;4;3;1;;;
4991;2023;1;8;14;15;2;1;30;1,800;18;0.60;10;5;15;1;0;1;1;;;
4992;2023;1;8;14;15;2;2;21;1,260;13;0.60;7;3;11;1;0;0;1;;;
4993;2023;1;8;14;15;3;1;2;70;1;0.35;0;0;0;0;0;0;0;;;
4994;2023;1;8;14;15;3;2;1;60;1;0.60;0;0;0;0;0;0;0;;;
