Número de correlativo;Año;Tipo de Carne;Mes;Departamento;Municipio;Clase;Sexo (subclase);Número de cabezas;Peso total en libras;Peso total del número de cabezas (quintales);Peso vivo promedio (peso de cada cabeza);Carne y hueso;Sebo;Total;Vísceras;Cuero;Sangre;Desperdicio
7187;2022;1;11;16;1617;1;5;30;18040;180;6.01;90;8;98;25;14;9;2
7188;2022;1;11;16;1617;1;6;22;8800;88;4.00;44;4;48;12;7;4;1
7189;2022;1;11;16;1617;2;8;2;200;2;1.00;1;1;2;0;0;0;0
7190;2022;1;11;16;1617;2;9;1;200;2;2.00;1;1;2;0;0;0;0
7191;2022;1;12;16;1601;1;1;87;59595;596;6.85;297;27;324;74;47;30;6
7192;2022;1;12;16;1601;1;5;18;9684;97;5.38;48;4;53;14;8;5;1
7193;2022;1;12;16;1601;2;8;78;18720;187;2.40;109;50;159;15;0;5;8
7194;2022;1;12;16;1601;2;9;58;10730;107;1.85;62;29;91;8;0;3;5
7195;2022;1;12;16;1602;1;1;3;1980;20;6.60;10;1;11;2;2;1;0
7196;2022;1;12;16;1602;1;5;1;538;5;5.38;3;0;3;1;0;0;0
7197;2022;1;12;16;1602;2;8;10;805;8;0.81;5;2;7;1;0;0;0
7198;2022;1;12;16;1602;2;9;8;570;6;0.71;3;2;5;0;0;0;0
7199;2022;1;12;16;1603;1;1;112;76720;767;6.85;383;34;417;96;61;38;8
7200;2022;1;12;16;1603;1;5;7;3766;38;5.38;19;2;20;5;3;2;0
