Número de correlativo;Año;Tipo de Carne;Mes;Departamento;Municipio;Clase;Sexo (subclase);Número de cabezas;Peso total en libras;Peso total del número de cabezas (quintales);Peso vivo promedio (peso de cada cabeza);Carne y hueso;Sebo;Total;Vísceras;Cuero;Sangre;Desperdicio
2449;2022;1;5;14;1419;1;1;26;17160;172;6.60;86;8;93;21;14;9;2
2450;2022;1;5;14;1419;1;5;5;2800;28;5.60;14;1;15;4;2;1;0
2451;2022;1;5;14;1420;1;1;80;63200;632;7.90;315;28;344;79;50;32;6
2452;2022;1;5;14;1420;1;5;53;31270;313;5.90;156;14;170;44;25;16;3
2453;2022;1;5;14;1420;1;6;43;24725;247;5.75;123;11;134;35;20;12;2
2454;2022;1;5;14;1420;2;8;28;4200;42;1.50;24;11;36;3;0;1;2
2455;2022;1;5;14;1420;2;9;22;1980;20;0.90;11;5;17;2;0;1;1
2456;2022;1;5;14;1421;1;1;11;8690;87;7.90;43;4;47;11;7;4;1
2457;2022;1;5;14;1421;1;2;11;8360;84;7.60;41;4;45;11;6;4;0
2458;2022;1;5;14;1421;1;6;11;6325;63;5.75;32;3;34;9;5;3;1
2459;2022;1;5;14;1421;2;8;51;7100;71;1.39;41;19;60;6;0;2;3
2460;2022;1;5;14;1421;2;9;46;6600;66;1.43;38;18;56;5;0;2;3
2461;2022;1;6;14;1401;1;1;92;66700;667;7.25;333;30;363;83;53;33;7
2462;2022;1;6;14;1401;1;2;85;39950;400;4.70;196;18;214;52;28;20;2
2463;2022;1;6;14;1401;1;5;40;21520;215;5.38;107;10;117;30;17;11;2
2464;2022;1;6;14;1402;1;1;15;11850;119;7.90;59;5;64;15;9;6;1
2465;2022;1;6;14;1402;1;2;24;18240;182;7.60;90;8;98;24;13;9;1
2466;2022;1;6;14;1402;1;6;25;14375;144;5.75;72;6;78;20;11;7;1
2467;2022;1;6;14;1402;2;8;53;4770;48;0.90;28;13;40;4;0;1;2
2468;2022;1;6;14;1402;2;9;61;5490;55;0.90;32;15;47;4;0;2;2
2469;2022;1;6;14;1403;1;1;13;8580;86;6.60;43;4;47;11;7;4;1
2470;2022;1;6;14;1403;1;5;4;2360;24;5.90;12;1;13;3;2;1;0
2471;2022;1;6;14;1403;1;6;4;2300;23;5.75;11;1;13;3;2;1;0
2472;2022;1;6;14;1403;2;8;6;480;5;0.80;3;1;4;0;0;0;0
2473;2022;1;6;14;1403;2;9;6;700;7;1.17;4;2;6;1;0;0;0
2474;2022;1;6;14;1404;1;1;10;6600;66;6.60;33;3;36;8;5;3;1
2475;2022;1;6;14;1404;1;2;10;5000;50;5.00;25;2;27;6;4;3;0
2476;2022;1;6;14;1404;1;5;10;5380;54;5.38;27;2;29;8;4;3;1
2477;2022;1;6;14;1404;1;6;6;3450;35;5.75;17;2;19;5;3;2;0
2478;2022;1;6;14;1405;1;1;31;22475;225;7.25;112;10;122;28;18;11;2
2479;2022;1;6;14;1406;1;1;56;44240;442;7.90;221;20;240;55;35;22;4
2480;2022;1;6;14;1406;1;2;56;42560;426;7.60;209;19;228;55;30;21;2
2481;2022;1;6;14;1406;1;5;56;33040;330;5.90;165;15;180;46;26;17;3
2482;2022;1;6;14;1406;1;6;56;32200;322;5.75;161;14;175;45;26;16;3
2483;2022;1;6;14;1406;2;8;283;35375;354;1.25;205;95;300;28;0;10;16
2484;2022;1;6;14;1406;2;9;283;32545;325;1.15;189;87;276;26;0;9;15
2485;2022;1;6;14;1407;1;2;2;1000;10;5.00;5;0;5;1;1;1;0
2486;2022;1;6;14;1407;1;4;2;570;6;2.85;3;0;3;1;0;0;0
2487;2022;1;6;14;1407;1;5;1;538;5;5.38;3;0;3;1;0;0;0
2488;2022;1;6;14;1407;3;9;3;125;1;0.42;0.74;0.09;0.83;0.15;0.16;0.03;0.03
2489;2022;1;6;14;1407;4;8;2;100;1;0.50;0.60;0.07;0.67;0.13;0.13;0.03;0.03
2490;2022;1;6;14;1408;1;1;19;12540;125;6.60;63;6;68;16;10;6;1
2491;2022;1;6;14;1408;1;2;17;8500;85;5.00;42;4;46;11;6;4;0
2492;2022;1;6;14;1408;1;5;21;12390;124;5.90;62;6;67;17;10;6;1
2493;2022;1;6;14;1408;1;6;24;9600;96;4.00;48;4;52;13;8;5;1
2494;2022;1;6;14;1408;2;8;23;1800;18;0.78;10;5;15;1;0;1;1
2495;2022;1;6;14;1408;2;9;16;1500;15;0.94;9;4;13;1;0;0;1
2496;2022;1;6;14;1408;3;8;25;1500;15;0.60;8.93;1.05;9.98;1.80;1.88;0.30;0.30
2497;2022;1;6;14;1409;1;1;10;6600;66;6.60;33;3;36;8;5;3;1
2498;2022;1;6;14;1409;1;3;6;4170;42;6.95;21;2;22;5;3;2;0
2499;2022;1;6;14;1409;1;5;5;2690;27;5.38;13;1;15;4;2;1;0
2500;2022;1;6;14;1409;2;8;10;600;6;0.60;3;2;5;0;0;0;0
2501;2022;1;6;14;1410;1;1;2;1580;16;7.90;8;1;9;2;1;1;0
2502;2022;1;6;14;1410;1;3;1;917;9;9.17;5;0;5;1;1;0;0
2503;2022;1;6;14;1410;1;5;25;14750;148;5.90;74;7;80;21;12;7;1
2504;2022;1;6;14;1410;1;6;9;5175;52;5.75;26;2;28;7;4;3;1
2505;2022;1;6;14;1410;2;8;50;3750;38;0.75;22;10;32;3;0;1;2
2506;2022;1;6;14;1410;2;9;48;3600;36;0.75;21;10;31;3;0;1;2
2507;2022;1;6;14;1410;3;8;4;240;2;0.60;1.43;0.17;1.60;0.29;0.30;0.05;0.05
2508;2022;1;6;14;1410;3;9;2;120;1;0.60;0.71;0.08;0.80;0.14;0.15;0.02;0.02
2509;2022;1;6;14;1410;4;8;1;60;1;0.60;0.36;0.04;0.40;0.08;0.08;0.02;0.02
2510;2022;1;6;14;1411;1;1;77;50820;508;6.60;254;23;276;63;40;25;5
2511;2022;1;6;14;1412;1;1;128;101120;1,011;7.90;505;45;550;126;80;51;10
2512;2022;1;6;14;1412;1;2;10;7600;76;7.60;37;3;41;10;5;4;0
2513;2022;1;6;14;1412;1;3;5;4585;46;9.17;23;2;24;6;3;2;0
2514;2022;1;6;14;1412;1;5;15;8070;81;5.38;40;4;44;11;6;4;1
2515;2022;1;6;14;1412;1;6;7;2800;28;4.00;14;1;15;4;2;1;0
2516;2022;1;6;14;1413;1;1;208;145600;1,456;7.00;726;65;791;182;116;73;15
2517;2022;1;6;14;1413;1;5;58;34220;342;5.90;171;15;186;48;27;17;3
2518;2022;1;6;14;1413;1;6;12;6864;69;5.72;34;3;37;10;5;3;1
2519;2022;1;6;14;1413;2;8;104;31200;312;3.00;181;84;265;25;0;9;14
2520;2022;1;6;14;1413;2;9;90;27000;270;3.00;157;72;229;21;0;8;12
2521;2022;1;6;14;1414;1;1;59;38940;389;6.60;194;17;212;49;31;19;4
2522;2022;1;6;14;1414;1;5;22;11836;118;5.38;59;5;64;17;9;6;1
2523;2022;1;6;14;1414;1;6;2;800;8;4.00;4;0;4;1;1;0;0
2524;2022;1;6;14;1415;1;1;75;49500;495;6.60;247;22;269;62;39;25;5
2525;2022;1;6;14;1415;1;5;9;4842;48;5.38;24;2;26;7;4;2;0
2526;2022;1;6;14;1415;1;6;37;14800;148;4.00;74;7;80;21;12;7;1
2527;2022;1;6;14;1415;2;8;42;2520;25;0.60;15;7;21;2;0;1;1
2528;2022;1;6;14;1415;2;9;25;1500;15;0.60;9;4;13;1;0;0;1
2529;2022;1;6;14;1415;3;8;4;140;1;0.35;0.83;0.10;0.93;0.17;0.18;0.03;0.03
2530;2022;1;6;14;1416;1;5;135;72630;726;5.38;362;32;395;102;58;36;7
2531;2022;1;6;14;1417;1;1;5;3300;33;6.60;16;1;18;4;3;2;0
2532;2022;1;6;14;1417;1;3;8;5560;56;6.95;27;2;30;7;4;3;1
2533;2022;1;6;14;1417;1;5;7;3766;38;5.38;19;2;20;5;3;2;0
2534;2022;1;6;14;1418;1;1;20;15800;158;7.90;79;7;86;20;13;8;2
2535;2022;1;6;14;1418;1;2;6;4800;48;8.00;24;2;26;6;3;2;0
2536;2022;1;6;14;1418;1;4;6;1800;18;3.00;9;1;11;2;1;1;0
2537;2022;1;6;14;1418;1;6;4;2300;23;5.75;11;1;13;3;2;1;0
2538;2022;1;6;14;1418;2;8;11;3300;33;3.00;19;9;28;3;0;1;1
2539;2022;1;6;14;1418;2;9;6;950;10;1.58;6;3;8;1;0;0;0
2540;2022;1;6;14;1419;1;1;35;23100;231;6.60;115;10;126;29;18;12;2
2541;2022;1;6;14;1419;1;5;9;4015;40;4.46;20;2;22;6;3;2;0
2542;2022;1;6;14;1420;1;1;79;62410;624;7.90;311;28;339;78;50;31;6
2543;2022;1;6;14;1420;1;5;52;30680;307;5.90;153;14;167;43;24;15;3
2544;2022;1;6;14;1420;1;6;46;26450;265;5.75;132;12;144;37;21;13;3
2545;2022;1;6;14;1420;2;8;26;3900;39;1.50;23;10;33;3;0;1;2
2546;2022;1;6;14;1420;2;9;20;1800;18;0.90;10;5;15;1;0;1;1
2547;2022;1;1;15;1501;1;1;6;3960;40;6.60;20;2;22;5;3;2;0
2548;2022;1;1;15;1501;1;3;1;750;8;7.50;4;0;4;1;1;0;0
2549;2022;1;1;15;1501;1;5;27;16200;162;6.00;81;7;88;23;13;8;2
2550;2022;1;1;15;1502;1;1;3;2055;21;6.85;10;1;11;3;2;1;0
2551;2022;1;1;15;1502;1;2;1;500;5;5.00;2;0;3;1;0;0;0
2552;2022;1;1;15;1502;1;5;25;13450;135;5.38;67;6;73;19;11;7;1
2553;2022;1;1;15;1503;1;1;14;10990;110;7.85;55;5;60;14;9;5;1
2554;2022;1;1;15;1503;1;3;4;2780;28;6.95;14;1;15;4;2;1;0
2555;2022;1;1;15;1503;1;5;65;34970;350;5.38;174;16;190;49;28;17;3
2556;2022;1;1;15;1503;1;6;9;3600;36;4.00;18;2;20;5;3;2;0
2557;2022;1;1;15;1504;1;1;15;10275;103;6.85;51;5;56;13;8;5;1
2558;2022;1;1;15;1504;1;5;40;21520;215;5.38;107;10;117;30;17;11;2
2559;2022;1;1;15;1505;1;1;6;3960;40;6.60;20;2;22;5;3;2;0
2560;2022;1;1;15;1505;1;2;1;500;5;5.00;2;0;3;1;0;0;0
2561;2022;1;1;15;1505;1;5;12;6456;65;5.38;32;3;35;9;5;3;1
2562;2022;1;1;15;1505;2;8;3;500;5;1.67;3;1;4;0;0;0;0
2563;2022;1;1;15;1505;2;9;15;900;9;0.60;5;2;8;1;0;0;0
2564;2022;1;1;15;1506;1;5;23;12374;124;5.38;62;6;67;17;10;6;1
2565;2022;1;1;15;1506;1;6;4;1600;16;4.00;8;1;9;2;1;1;0
2566;2022;1;1;15;1506;2;8;6;360;4;0.60;2;1;3;0;0;0;0
2567;2022;1;1;15;1506;2;9;4;240;2;0.60;1;1;2;0;0;0;0
2568;2022;1;1;15;1508;1;1;3;1980;20;6.60;10;1;11;2;2;1;0
2569;2022;1;1;15;1508;1;5;5;2690;27;5.38;13;1;15;4;2;1;0
2570;2022;1;1;15;1508;1;6;2;800;8;4.00;4;0;4;1;1;0;0
2571;2022;1;2;15;1501;1;1;5;3500;35;7.00;17;2;19;4;3;2;0
2572;2022;1;2;15;1501;1;2;1;600;6;6.00;3;0;3;1;0;0;0
2573;2022;1;2;15;1501;1;3;1;750;8;7.50;4;0;4;1;1;0;0
2574;2022;1;2;15;1501;1;5;27;16200;162;6.00;81;7;88;23;13;8;2
2575;2022;1;2;15;1501;1;6;1;400;4;4.00;2;0;2;1;0;0;0
2576;2022;1;2;15;1502;1;1;1;685;7;6.85;3;0;4;1;1;0;0
2577;2022;1;2;15;1502;1;5;22;11836;118;5.38;59;5;64;17;9;6;1
2578;2022;1;2;15;1502;1;6;3;1200;12;4.00;6;1;7;2;1;1;0
2579;2022;1;2;15;1503;1;1;13;8905;89;6.85;44;4;48;11;7;4;1
2580;2022;1;2;15;1503;1;3;1;695;7;6.95;3;0;4;1;1;0;0
2581;2022;1;2;15;1503;1;5;60;32280;323;5.38;161;14;175;45;26;16;3
2582;2022;1;2;15;1503;1;6;12;4800;48;4.00;24;2;26;7;4;2;0
2583;2022;1;2;15;1504;1;1;60;41100;411;6.85;205;18;223;51;33;21;4
2584;2022;1;2;15;1504;1;5;15;8070;81;5.38;40;4;44;11;6;4;1
2585;2022;1;2;15;1505;1;1;6;3960;40;6.60;20;2;22;5;3;2;0
2586;2022;1;2;15;1505;1;2;1;500;5;5.00;2;0;3;1;0;0;0
2587;2022;1;2;15;1505;1;5;12;6456;65;5.38;32;3;35;9;5;3;1
2588;2022;1;2;15;1505;2;8;3;500;5;1.67;3;1;4;0;0;0;0
2589;2022;1;2;15;1505;2;9;15;900;9;0.60;5;2;8;1;0;0;0
2590;2022;1;2;15;1506;1;5;21;11298;113;5.38;56;5;61;16;9;6;1
2591;2022;1;2;15;1506;1;6;5;2000;20;4.00;10;1;11;3;2;1;0
2592;2022;1;2;15;1506;2;8;8;480;5;0.60;3;1;4;0;0;0;0
2593;2022;1;2;15;1506;2;9;6;360;4;0.60;2;1;3;0;0;0;0
2594;2022;1;2;15;1508;1;5;1;538;5;5.38;3;0;3;1;0;0;0
2595;2022;1;3;15;1501;1;5;32;19200;192;6.00;96;9;104;27;15;10;2
2596;2022;1;3;15;1502;1;1;4;2740;27;6.85;14;1;15;3;2;1;0
2597;2022;1;3;15;1502;1;2;2;1000;10;5.00;5;0;5;1;1;1;0
2598;2022;1;3;15;1502;1;5;22;11836;118;5.38;59;5;64;17;9;6;1
2599;2022;1;3;15;1503;1;1;21;14385;144;6.85;72;6;78;18;11;7;1
2600;2022;1;3;15;1503;1;5;62;33356;334;5.38;166;15;181;47;26;17;3
2601;2022;1;3;15;1503;1;6;7;2800;28;4.00;14;1;15;4;2;1;0
2602;2022;1;3;15;1504;1;1;45;30825;308;6.85;154;14;168;38;24;15;3
2603;2022;1;3;15;1504;1;5;22;11836;118;5.38;59;5;64;17;9;6;1
2604;2022;1;3;15;1505;1;1;6;3960;40;6.60;20;2;22;5;3;2;0
2605;2022;1;3;15;1505;1;2;1;500;5;5.00;2;0;3;1;0;0;0
2606;2022;1;3;15;1505;1;5;12;6456;65;5.38;32;3;35;9;5;3;1
2607;2022;1;3;15;1505;2;8;3;500;5;1.67;3;1;4;0;0;0;0
2608;2022;1;3;15;1505;2;9;15;2850;29;1.90;17;8;24;2;0;1;1
2609;2022;1;3;15;1506;1;5;22;11836;118;5.38;59;5;64;17;9;6;1
2610;2022;1;3;15;1506;1;6;2;800;8;4.00;4;0;4;1;1;0;0
2611;2022;1;3;15;1506;2;8;6;360;4;0.60;2;1;3;0;0;0;0
2612;2022;1;3;15;1506;2;9;5;300;3;0.60;2;1;3;0;0;0;0
2613;2022;1;4;15;1501;1;1;3;2100;21;7.00;10;1;11;3;2;1;0
2614;2022;1;4;15;1501;1;5;28;16800;168;6.00;84;7;91;24;13;8;2
2615;2022;1;4;15;1502;1;1;9;6165;62;6.85;31;3;34;8;5;3;1
2616;2022;1;4;15;1502;1;5;18;9684;97;5.38;48;4;53;14;8;5;1
2617;2022;1;4;15;1502;1;6;1;400;4;4.00;2;0;2;1;0;0;0
2618;2022;1;4;15;1503;1;1;21;14385;144;6.85;72;6;78;18;11;7;1
2619;2022;1;4;15;1503;1;3;1;695;7;6.95;3;0;4;1;1;0;0
2620;2022;1;4;15;1503;1;5;54;29052;291;5.38;145;13;158;41;23;15;3
2621;2022;1;4;15;1503;1;6;12;4800;48;4.00;24;2;26;7;4;2;0
2622;2022;1;4;15;1504;1;1;22;15070;151;6.85;75;7;82;19;12;8;2
2623;2022;1;4;15;1504;1;5;50;26900;269;5.38;134;12;146;38;21;13;3
2624;2022;1;4;15;1505;1;1;6;3960;40;6.60;20;2;22;5;3;2;0
2625;2022;1;4;15;1505;1;2;1;500;5;5.00;2;0;3;1;0;0;0
2626;2022;1;4;15;1505;1;5;12;6456;65;5.38;32;3;35;9;5;3;1
2627;2022;1;4;15;1505;2;8;3;500;5;1.67;3;1;4;0;0;0;0
2628;2022;1;4;15;1505;2;9;15;900;9;0.60;5;2;8;1;0;0;0
2629;2022;1;4;15;1506;1;5;20;10760;108;5.38;54;5;58;15;9;5;1
2630;2022;1;4;15;1506;1;6;2;800;8;4.00;4;0;4;1;1;0;0
2631;2022;1;4;15;1506;2;8;6;360;4;0.60;2;1;3;0;0;0;0
2632;2022;1;4;15;1506;2;9;8;480;5;0.60;3;1;4;0;0;0;0
2633;2022;1;4;15;1508;1;1;6;3960;40;6.60;20;2;22;5;3;2;0
2634;2022;1;4;15;1508;1;5;8;4304;43;5.38;21;2;23;6;3;2;0
2635;2022;1;4;15;1508;1;6;2;800;8;4.00;4;0;4;1;1;0;0
2636;2022;1;5;15;1501;1;1;5;3500;35;7.00;17;2;19;4;3;2;0
2637;2022;1;5;15;1501;1;5;31;18600;186;6.00;93;8;101;26;15;9;2
2638;2022;1;5;15;1502;1;1;7;4795;48;6.85;24;2;26;6;4;2;0
2639;2022;1;5;15;1502;1;5;18;9684;97;5.38;48;4;53;14;8;5;1
2640;2022;1;5;15;1503;1;1;18;12330;123;6.85;62;5;67;15;10;6;1
2641;2022;1;5;15;1503;1;3;1;695;7;6.95;3;0;4;1;1;0;0
2642;2022;1;5;15;1503;1;5;59;31472;315;5.33;157;14;171;44;25;16;3
2643;2022;1;5;15;1503;1;6;11;4400;44;4.00;22;2;24;6;3;2;0
2644;2022;1;5;15;1504;1;1;10;6850;69;6.85;34;3;37;9;5;3;1
2645;2022;1;5;15;1504;1;5;45;24210;242;5.38;121;11;132;34;19;12;2
2646;2022;1;5;15;1505;1;1;6;3960;40;6.60;20;2;22;5;3;2;0
2647;2022;1;5;15;1505;1;2;1;500;5;5.00;2;0;3;1;0;0;0
2648;2022;1;5;15;1505;1;5;12;6456;65;5.38;32;3;35;9;5;3;1
2649;2022;1;5;15;1505;2;8;3;500;5;1.67;3;1;4;0;0;0;0
2650;2022;1;5;15;1505;2;9;15;900;9;0.60;5;2;8;1;0;0;0
2651;2022;1;5;15;1506;1;5;20;10760;108;5.38;54;5;58;15;9;5;1
2652;2022;1;5;15;1506;1;6;3;1200;12;4.00;6;1;7;2;1;1;0
2653;2022;1;5;15;1506;2;8;5;300;3;0.60;2;1;3;0;0;0;0
2654;2022;1;5;15;1506;2;9;5;300;3;0.60;2;1;3;0;0;0;0
2655;2022;1;5;15;1508;1;5;1;538;5;5.38;3;0;3;1;0;0;0
2656;2022;1;6;15;1501;1;1;4;2800;28;7.00;14;1;15;3;2;1;0
2657;2022;1;6;15;1501;1;3;2;1500;15;7.50;7;1;8;2;1;1;0
2658;2022;1;6;15;1501;1;5;26;15600;156;6.00;78;7;85;22;12;8;2
2659;2022;1;6;15;1502;1;1;5;3425;34;6.85;17;2;19;4;3;2;0
2660;2022;1;6;15;1502;1;5;21;11298;113;5.38;56;5;61;16;9;6;1
2661;2022;1;6;15;1502;1;6;2;800;8;4.00;4;0;4;1;1;0;0
2662;2022;1;6;15;1503;1;1;10;6850;69;6.85;34;3;37;9;5;3;1
2663;2022;1;6;15;1503;1;5;59;31742;317;5.38;158;14;173;44;25;16;3
2664;2022;1;6;15;1503;1;6;8;3200;32;4.00;16;1;17;4;3;2;0
2665;2022;1;6;15;1504;1;1;10;6850;69;6.85;34;3;37;9;5;3;1
2666;2022;1;6;15;1504;1;5;50;26900;269;5.38;134;12;146;38;21;13;3
2667;2022;1;6;15;1505;1;1;6;3960;40;6.60;20;2;22;5;3;2;0
2668;2022;1;6;15;1505;1;2;1;500;5;5.00;2;0;3;1;0;0;0
2669;2022;1;6;15;1505;1;5;12;6456;65;5.38;32;3;35;9;5;3;1
2670;2022;1;6;15;1505;2;8;3;500;5;1.67;3;1;4;0;0;0;0
2671;2022;1;6;15;1505;2;9;15;900;9;0.60;5;2;8;1;0;0;0
2672;2022;1;6;15;1506;1;1;1;685;7;6.85;3;0;4;1;1;0;0
2673;2022;1;6;15;1506;1;5;20;10760;108;5.38;54;5;58;15;9;5;1
2674;2022;1;6;15;1506;1;6;2;800;8;4.00;4;0;4;1;1;0;0
2675;2022;1;6;15;1506;2;8;7;420;4;0.60;2;1;4;0;0;0;0
2676;2022;1;6;15;1506;2;9;8;480;5;0.60;3;1;4;0;0;0;0
2677;2022;1;6;15;1508;1;1;3;1980;20;6.60;10;1;11;2;2;1;0
2678;2022;1;6;15;1508;1;2;2;1000;10;5.00;5;0;5;1;1;1;0
2679;2022;1;6;15;1508;1;5;6;3228;32;5.38;16;1;18;5;3;2;0
2680;2022;1;1;16;1601;1;1;78;53430;534;6.85;267;24;290;67;42;27;5
2681;2022;1;1;16;1601;1;2;2;1000;10;5.00;5;0;5;1;1;1;0
2682;2022;1;1;16;1601;1;5;31;16678;167;5.38;83;7;91;23;13;8;2
2683;2022;1;1;16;1601;2;8;39;9360;94;2.40;54;25;79;7;0;3;4
2684;2022;1;1;16;1601;2;9;33;6105;61;1.85;35;16;52;5;0;2;3
2685;2022;1;1;16;1602;1;1;3;2055;21;6.85;10;1;11;3;2;1;0
2686;2022;1;1;16;1602;2;8;15;900;9;0.60;5;2;8;1;0;0;0
2687;2022;1;1;16;1603;1;1;112;76720;767;6.85;383;34;417;96;61;38;8
2688;2022;1;1;16;1603;1;5;13;6994;70;5.38;35;3;38;10;6;3;1
2689;2022;1;1;16;1603;1;6;5;2000;20;4.00;10;1;11;3;2;1;0
2690;2022;1;1;16;1603;2;8;157;47100;471;3.00;273;126;399;37;0;13;21
2691;2022;1;1;16;1603;2;9;45;13500;135;3.00;78;36;115;11;0;4;6
2692;2022;1;1;16;1604;1;1;48;32880;329;6.85;164;15;179;41;26;16;3
2693;2022;1;1;16;1604;1;5;99;53262;533;5.38;266;24;289;75;42;27;5
2694;2022;1;1;16;1604;2;8;30;6000;60;2.00;35;16;51;5;0;2;3
2695;2022;1;1;16;1604;2;9;25;5000;50;2.00;29;13;42;4;0;1;2
2696;2022;1;1;16;1605;1;1;35;23975;240;6.85;120;11;130;30;19;12;2
2697;2022;1;1;16;1605;2;8;16;5600;56;3.50;33;15;47;4;0;2;3
2698;2022;1;1;16;1606;1;1;40;27400;274;6.85;137;12;149;34;22;14;3
2699;2022;1;1;16;1606;1;2;31;15500;155;5.00;76;7;83;20;11;8;1
2700;2022;1;1;16;1606;1;5;30;16140;161;5.38;81;7;88;23;13;8;2
2701;2022;1;1;16;1606;2;8;46;13800;138;3.00;80;37;117;11;0;4;6
2702;2022;1;1;16;1606;2;9;31;9300;93;3.00;54;25;79;7;0;3;4
2703;2022;1;1;16;1607;1;1;18;12330;123;6.85;62;5;67;15;10;6;1
2704;2022;1;1;16;1607;1;5;10;5380;54;5.38;27;2;29;8;4;3;1
2705;2022;1;1;16;1607;2;8;20;4000;40;2.00;23;11;34;3;0;1;2
2706;2022;1;1;16;1607;2;9;15;3000;30;2.00;17;8;25;2;0;1;1
2707;2022;1;1;16;1608;1;1;19;13015;130;6.85;65;6;71;16;10;7;1
2708;2022;1;1;16;1608;1;5;32;17216;172;5.38;86;8;94;24;14;9;2
2709;2022;1;1;16;1608;2;8;1;120;1;1.20;1;0;1;0;0;0;0
2710;2022;1;1;16;1608;2;9;4;800;8;2.00;5;2;7;1;0;0;0
2711;2022;1;1;16;1609;1;1;82;56170;562;6.85;280;25;305;70;45;28;6
2712;2022;1;1;16;1609;1;5;24;12912;129;5.38;64;6;70;18;10;6;1
2713;2022;1;1;16;1609;2;8;25;6000;60;2.40;35;16;51;5;0;2;3
2714;2022;1;1;16;1609;2;9;95;22800;228;2.40;132;61;193;18;0;6;10
2715;2022;1;1;16;1610;1;1;67;45895;459;6.85;229;20;249;57;36;23;5
2716;2022;1;1;16;1610;1;5;2;1076;11;5.38;5;0;6;2;1;1;0
2717;2022;1;1;16;1610;2;8;3;1200;12;4.00;7;3;10;1;0;0;1
2718;2022;1;1;16;1610;2;9;2;600;6;3.00;3;2;5;0;0;0;0
2719;2022;1;1;16;1612;1;1;5;3300;33;6.60;16;1;18;4;3;2;0
2720;2022;1;1;16;1612;1;5;11;5500;55;5.00;27;2;30;8;4;3;1
2721;2022;1;1;16;1612;1;6;4;2000;20;5.00;10;1;11;3;2;1;0
2722;2022;1;1;16;1612;2;8;17;5100;51;3.00;30;14;43;4;0;1;2
2723;2022;1;1;16;1612;2;9;9;2700;27;3.00;16;7;23;2;0;1;1
2724;2022;1;1;16;1613;1;1;62;42470;425;6.85;212;19;231;53;34;21;4
2725;2022;1;1;16;1613;1;5;75;40350;404;5.38;201;18;219;56;32;20;4
2726;2022;1;1;16;1613;2;8;14;2800;28;2.00;16;7;24;2;0;1;1
2727;2022;1;1;16;1613;2;9;8;1200;12;1.50;7;3;10;1;0;0;1
2728;2022;1;1;16;1614;1;1;21;14385;144;6.85;72;6;78;18;11;7;1
2729;2022;1;1;16;1614;2;8;36;3024;30;0.84;18;8;26;2;0;1;1
2730;2022;1;1;16;1615;1;1;65;44525;445;6.85;222;20;242;56;35;22;4
2731;2022;1;1;16;1615;1;2;32;16000;160;5.00;79;7;86;21;11;8;1
2732;2022;1;1;16;1615;1;5;35;18830;188;5.38;94;8;102;26;15;9;2
2733;2022;1;1;16;1615;1;6;28;11200;112;4.00;56;5;61;16;9;6;1
2734;2022;1;1;16;1615;2;8;72;21600;216;3.00;125;58;183;17;0;6;10
2735;2022;1;1;16;1615;2;9;50;15000;150;3.00;87;40;127;12;0;4;7
2736;2022;1;1;16;1616;1;1;74;50690;507;6.85;253;23;276;63;40;25;5
2737;2022;1;1;16;1616;1;2;11;5500;55;5.00;27;2;29;7;4;3;0
2738;2022;1;1;16;1616;1;5;15;8070;81;5.38;40;4;44;11;6;4;1
2739;2022;1;1;16;1616;2;8;27;4120;41;1.53;24;11;35;3;0;1;2
2740;2022;1;1;16;1616;2;9;14;1835;18;1.31;11;5;16;1;0;1;1
2741;2022;1;1;16;1617;1;1;23;15755;158;6.85;79;7;86;20;13;8;2
2742;2022;1;1;16;1617;1;5;26;13988;140;5.38;70;6;76;20;11;7;1
2743;2022;1;1;16;1617;1;6;24;9600;96;4.00;48;4;52;13;8;5;1
2744;2022;1;1;16;1617;2;8;3;700;7;2.33;4;2;6;1;0;0;0
2745;2022;1;1;16;1617;2;9;2;700;7;3.50;4;2;6;1;0;0;0
2746;2022;1;2;16;1601;1;1;32;21920;219;6.85;109;10;119;27;17;11;2
2747;2022;1;2;16;1601;1;5;29;15602;156;5.38;78;7;85;22;12;8;2
2748;2022;1;2;16;1601;2;8;21;5040;50;2.40;29;13;43;4;0;1;2
2749;2022;1;2;16;1601;2;9;29;5365;54;1.85;31;14;46;4;0;2;2
2750;2022;1;2;16;1602;1;1;4;2640;26;6.60;13;1;14;3;2;1;0
2751;2022;1;2;16;1602;2;8;14;840;8;0.60;5;2;7;1;0;0;0
2752;2022;1;2;16;1602;2;9;1;60;1;0.60;0;0;1;0;0;0;0
2753;2022;1;2;16;1603;1;1;109;74665;747;6.85;373;33;406;93;59;37;7
2754;2022;1;2;16;1603;1;2;2;1000;10;5.00;5;0;5;1;1;1;0
2755;2022;1;2;16;1603;1;5;11;5918;59;5.38;30;3;32;8;5;3;1
2756;2022;1;2;16;1603;1;6;8;3200;32;4.00;16;1;17;4;3;2;0
2757;2022;1;2;16;1603;2;8;136;40800;408;3.00;237;109;346;32;0;11;18
2758;2022;1;2;16;1603;2;9;41;12300;123;3.00;71;33;104;10;0;3;6
2759;2022;1;2;16;1604;1;1;24;16440;164;6.85;82;7;89;21;13;8;2
2760;2022;1;2;16;1604;1;2;2;1000;10;5.00;5;0;5;1;1;1;0
2761;2022;1;2;16;1604;1;5;86;46268;463;5.38;231;21;251;65;37;23;5
2762;2022;1;2;16;1604;2;8;35;7000;70;2.00;41;19;59;6;0;2;3
